date,gold_price_eur
2013-10-28,979.3347006062
2013-10-29,975.5389888205
2013-10-30,981.5862834025
2013-10-31,964.4410500381
2013-11-01,966.9536863752
2013-11-04,974.2105387209
2013-11-05,967.6714874889
2013-11-06,978.0232235724
2013-11-07,967.8889834527
2013-11-08,957.9287736986
2013-11-11,959.699646657
2013-11-12,947.9228458916
2013-11-13,943.6786575572
2013-11-14,953.4728446857
2013-11-15,957.1719888805
2013-11-18,943.4889621732
2013-11-19,942.9526763188
2013-11-20,927.1477800093
2013-11-21,925.6490111059
2013-11-22,923.4088245767
2013-11-25,915.7828538194
2013-11-26,917.680104937
2013-11-27,912.3081229397
2013-11-29,919.2910304482
2013-12-02,899.7350537473
2013-12-03,902.1520852507
2013-12-04,918.4255420935
2013-12-05,907.6721331153
2013-12-06,900.0013806323
2013-12-09,901.2502129309
2013-12-10,918.7621165042
2013-12-11,914.3127823055
2013-12-12,889.3036095004
2013-12-13,898.6381286263
2013-12-16,906.524738086
2013-12-17,894.577575011
2013-12-18,897.5939710029
2013-12-19,873.2223554422
2013-12-20,882.4827142142
2013-12-23,876.1263055735
2013-12-24,879.6386130386
2013-12-26,888.2476758153
2013-12-27,887.9110608069
2013-12-30,874.9664772009
2013-12-31,870.3078288935
2014-01-02,889.8277356087
2014-01-03,906.1496737419
2014-01-06,910.4143398978
2014-01-07,901.8509301138
2014-01-08,899.8726074857
2014-01-09,905.7606080262
2014-01-10,916.2122449838
2014-01-13,914.9457729498
2014-01-14,910.9011060232
2014-01-15,905.8063156705
2014-01-16,911.8092137501
2014-01-17,919.1483016667
2014-01-21,916.8920112904
2014-01-22,913.7749303271
2014-01-23,932.3417412129
2014-01-24,923.7299200285
2014-01-27,923.1482519409
2014-01-28,914.8312858454
2014-01-29,924.3468900885
2014-01-30,909.4642436463
2014-01-31,914.6109398861
2014-02-03,934.4479297028
2014-02-04,925.4693816537
2014-02-05,930.2386329519
2014-02-06,929.1400043438
2014-02-07,929.4351035963
2014-02-10,936.0219355731
2014-02-11,945.3981658365
2014-02-12,949.7010554881
2014-02-13,956.8733848307
2014-02-14,964.26814955
2014-02-18,966.6202865209
2014-02-19,959.6007338636
2014-02-20,959.2570484799
2014-02-21,964.8583088079
2014-02-24,974.1619789525
2014-02-25,977.7174222434
2014-02-26,966.2388712216
2014-02-27,973.2531080831
2014-02-28,964.0009660267
2014-03-03,979.970090363
2014-03-04,973.8649525498
2014-03-05,975.3171080244
2014-03-06,984.1862826654
2014-03-07,965.2250537247
2014-03-10,966.5189128413
2014-03-11,970.1801815359
2014-03-12,988.8085225898
2014-03-13,986.8725172896
2014-03-14,994.5623911542
2014-03-17,986.7718741675
2014-03-18,975.8299923201
2014-03-19,962.8971750542
2014-03-20,962.7897507669
2014-03-21,969.3748630013
2014-03-24,950.4495804216
2014-03-25,947.6176031474
2014-03-26,943.1924127858
2014-03-27,939.4083740981
2014-03-28,941.5370558864
2014-03-31,933.2371697808
2014-04-01,928.9256261514
2014-04-02,935.496379947
2014-04-03,932.8725668582
2014-04-04,949.5896881756
2014-04-07,947.1635523583
2014-04-08,952.2623581615
2014-04-09,946.4744767646
2014-04-10,952.795362486
2014-04-11,949.6354121016
2014-04-14,958.5303842926
2014-04-15,940.8619611794
2014-04-16,943.4574219672
2014-04-17,935.4127872205
2014-04-21,932.3059402007
2014-04-22,928.3069177651
2014-04-23,929.9020290098
2014-04-24,933.8445496916
2014-04-25,940.3540071858
2014-04-28,938.468208679
2014-04-29,935.5435200212
2014-04-30,937.9106981542
2014-05-01,925.1406991513
2014-05-02,939.0833883144
2014-05-05,943.5795301784
2014-05-06,942.8525772265
2014-05-07,925.008618419
2014-05-08,925.4088244092
2014-05-09,929.8426043725
2014-05-12,941.5255074668
2014-05-13,941.0706034428
2014-05-14,952.4036687132
2014-05-15,942.7804209444
2014-05-16,942.8803744202
2014-05-19,944.077501694
2014-05-20,943.9364186867
2014-05-21,939.8664525713
2014-05-22,946.4424273252
2014-05-23,945.9161395099
2014-05-27,926.9434448908
2014-05-28,923.4447167458
2014-05-29,924.1971174573
2014-05-30,915.5783232032
2014-06-02,912.6022102603
2014-06-03,914.9960328341
2014-06-04,913.2950834622
2014-06-05,921.0427304277
2014-06-06,916.4871181146
2014-06-09,918.7904371741
2014-06-10,926.8222853358
2014-06-11,931.1008130834
2014-06-12,940.8210044724
2014-06-13,939.6848916592
2014-06-16,941.7175913541
2014-06-17,936.6451352332
2014-06-18,939.1839528778
2014-06-19,966.6204430391
2014-06-20,966.9857995805
2014-06-23,969.6130456372
2014-06-24,971.112450935
2014-06-25,971.7904926173
2014-06-26,965.6620172771
2014-06-27,968.9242216914
2014-06-30,968.747282971
2014-07-01,968.6301644599
2014-07-02,972.6751219403
2014-07-03,967.1137685505
2014-07-07,968.8386985161
2014-07-08,967.2073822206
2014-07-09,972.1590532951
2014-07-10,981.2402978717
2014-07-11,982.7217018983
2014-07-14,960.248166921
2014-07-15,952.0802558697
2014-07-16,957.5582992938
2014-07-17,973.1728927155
2014-07-18,968.4282931441
2014-07-21,970.7979524303
2014-07-22,965.5474731267
2014-07-23,968.5912973407
2014-07-24,958.6319103621
2014-07-25,967.7863205563
2014-07-28,970.5154653562
2014-07-29,966.0650233078
2014-07-30,965.5422049712
2014-07-31,956.4776484814
2014-08-01,966.0992521024
2014-08-04,958.898696025
2014-08-05,956.6313587593
2014-08-06,977.1632869376
2014-08-07,979.4559492854
2014-08-08,979.842560519
2014-08-11,976.1148576569
2014-08-12,977.8176207571
2014-08-13,982.1845038644
2014-08-14,982.8760587051
2014-08-15,976.1312709848
2014-08-18,969.1223245056
2014-08-19,969.3046744758
2014-08-20,970.8777450219
2014-08-21,960.5225597047
2014-08-22,962.8497109837
2014-08-25,967.7464270963
2014-08-26,973.3900376908
2014-08-27,973.3338015946
2014-08-28,976.9633772442
2014-08-29,975.2021818488
2014-09-02,962.3075300248
2014-09-03,966.2673858695
2014-09-04,961.98201061
2014-09-05,978.7546216918
2014-09-08,967.0844102634
2014-09-09,967.1802374442
2014-09-10,960.8275631856
2014-09-11,957.9579695292
2014-09-12,951.6720650238
2014-09-15,951.845789046
2014-09-16,954.574835343
2014-09-17,952.5370547926
2014-09-18,953.8519498787
2014-09-19,940.6300726094
2014-09-22,947.5586963252
2014-09-23,950.0844913228
2014-09-24,948.0342474901
2014-09-25,955.6988657466
2014-09-26,951.7086951203
2014-09-29,960.6927359462
2014-09-30,953.8376781105
2014-10-01,961.8052450692
2014-10-02,961.8041637445
2014-10-03,940.9199590812
2014-10-06,964.3101943142
2014-10-07,958.1638262769
2014-10-08,951.4518559673
2014-10-09,960.9925279237
2014-10-10,962.2456780637
2014-10-13,972.5606703802
2014-10-14,969.5109505074
2014-10-15,984.3319237764
2014-10-16,967.5031547778
2014-10-17,967.0876058664
2014-10-20,975.7189521162
2014-10-21,977.7065390256
2014-10-22,979.0227949311
2014-10-23,971.8049880446
2014-10-24,972.9681280174
2014-10-27,969.5755130421
2014-10-28,967.7614417053
2014-10-29,961.1123095542
2014-10-30,948.4039303727
2014-10-31,928.4598101004
2014-11-03,935.2861480446
2014-11-04,934.2235644993
2014-11-05,912.4829088798
2014-11-06,915.302234242
2014-11-07,944.7443641182
2014-11-10,930.5557528659
2014-11-11,935.4842593894
2014-11-12,928.9162370321
2014-11-13,934.1165334769
2014-11-14,949.8249629525
2014-11-17,945.0040908467
2014-11-18,961.2851303234
2014-11-19,952.3376004744
2014-11-20,949.4641263504
2014-11-21,954.5631843663
2014-11-24,966.0596196115
2014-11-25,962.8275436494
2014-11-26,958.7637850479
2014-11-28,943.0274198776
2014-12-01,979.2354006361
2014-12-02,961.6624643163
2014-12-03,975.5011934878
2014-12-04,980.3812486789
2014-12-05,960.7915335707
2014-12-08,971.7689370627
2014-12-09,999.9902960805
2014-12-10,991.4519617913
2014-12-11,982.1259513169
2014-12-12,985.885160094
2014-12-15,968.5847720063
2014-12-16,959.4538563205
2014-12-17,954.5203614033
2014-12-18,968.2325890733
2014-12-19,973.0320890206
2014-12-22,964.9119480494
2014-12-23,963.6164676504
2014-12-24,963.8659603953
2014-12-26,978.9507027629
2014-12-29,971.0383360017
2014-12-30,987.5365200426
2014-12-31,973.4380763487
2015-01-02,981.0236115857
2015-01-05,1007.74856033
2015-01-06,1021.2735381879
2015-01-07,1019.4220124112
2015-01-08,1020.9529865622
2015-01-09,1030.8518753423
2015-01-12,1038.4388176264
2015-01-13,1043.2303627668
2015-01-14,1048.0303131207
2015-01-15,1073.0599385217
2015-01-16,1097.2402222013
2015-01-20,1115.8850526581
2015-01-21,1120.3829416848
2015-01-22,1119.8116781192
2015-01-23,1139.1812538741
2015-01-26,1149.9759640936
2015-01-27,1148.4116226979
2015-01-28,1131.219172346
2015-01-29,1112.0899110442
2015-01-30,1127.8671088184
2015-02-02,1128.4797684504
2015-02-03,1110.6773912066
2015-02-04,1103.0446525316
2015-02-05,1114.9644229352
2015-02-06,1075.5782519353
2015-02-09,1096.6562836463
2015-02-10,1087.3179722823
2015-02-11,1076.6695455171
2015-02-12,1078.5927666313
2015-02-13,1075.5056216515
2015-02-17,1065.9066674562
2015-02-18,1051.9329008175
2015-02-19,1058.8559870987
2015-02-20,1059.5830294127
2015-02-23,1054.6076595492
2015-02-24,1056.1207018515
2015-02-25,1059.173912495
2015-02-26,1064.447988667
2015-02-27,1082.1605725606
2015-03-02,1081.9783549252
2015-03-03,1077.0141149119
2015-03-04,1073.6726063538
2015-03-05,1079.1324150753
2015-03-06,1055.1983880451
2015-03-09,1075.4208602006
2015-03-10,1070.8534637979
2015-03-11,1074.5466565588
2015-03-12,1092.1677721677
2015-03-13,1084.6657460922
2015-03-16,1100.305951269
2015-03-17,1086.0737504751
2015-03-18,1086.4265074907
2015-03-19,1077.5126442187
2015-03-20,1110.5130628113
2015-03-23,1097.2962296934
2015-03-24,1088.8085143276
2015-03-25,1098.2354705248
2015-03-26,1099.4970577983
2015-03-27,1102.1123825536
2015-03-30,1088.4757583407
2015-03-31,1092.4035821852
2015-04-01,1125.0551183113
2015-04-02,1115.0477068804
2015-04-06,1107.6829684259
2015-04-07,1107.1057595344
2015-04-08,1111.4959235485
2015-04-09,1106.6939863573
2015-04-10,1129.0595490228
2015-04-13,1130.3642791486
2015-04-14,1128.1622986254
2015-04-15,1128.4728650248
2015-04-16,1122.0587920237
2015-04-17,1118.3962961658
2015-04-20,1104.0472028032
2015-04-21,1119.2383516389
2015-04-22,1104.9445798621
2015-04-23,1113.5750443514
2015-04-24,1086.6369121995
2015-04-27,1107.0962894004
2015-04-28,1116.0181047998
2015-04-29,1102.9142613333
2015-04-30,1063.852594915
2015-05-01,1047.2899600299
2015-05-04,1060.9755467078
2015-05-05,1070.2168595654
2015-05-06,1064.0687562708
2015-05-07,1042.5457181976
2015-05-08,1057.2644453807
2015-05-11,1056.9879982126
2015-05-12,1070.131945292
2015-05-13,1085.7771901893
2015-05-14,1079.6019111749
2015-05-15,1074.5306724336
2015-05-18,1072.7779846817
2015-05-19,1065.5840681875
2015-05-20,1084.5405066877
2015-05-21,1084.9716446064
2015-05-22,1083.7977830768
2015-05-26,1082.1090789134
2015-05-27,1089.0949644831
2015-05-28,1089.9985137137
2015-05-29,1085.1848142591
2015-06-01,1084.4188795509
2015-06-02,1093.198475456
2015-06-03,1062.5100219088
2015-06-04,1043.6284687062
2015-06-05,1041.9462171521
2015-06-08,1056.1614905726
2015-06-09,1043.6175746572
2015-06-10,1049.7340401244
2015-06-11,1043.0552062506
2015-06-12,1048.6959210853
2015-06-15,1056.422338698
2015-06-16,1046.8202151411
2015-06-17,1046.4313889165
2015-06-18,1056.7312564087
2015-06-19,1056.6592453507
2015-06-22,1040.8036715769
2015-06-23,1036.3850826299
2015-06-24,1049.570747646
2015-06-25,1045.3294779008
2015-06-26,1046.9540196752
2015-06-29,1073.8020334513
2015-06-30,1043.8416235709
2015-07-01,1049.8438503471
2015-07-02,1054.0501728668
2015-07-06,1066.7526076841
2015-07-07,1042.9911233302
2015-07-08,1056.5905050657
2015-07-09,1046.8783228578
2015-07-10,1046.4565129923
2015-07-13,1038.0048529749
2015-07-14,1049.3646829437
2015-07-15,1042.1508573255
2015-07-16,1045.1815804546
2015-07-17,1039.6828664162
2015-07-20,1021.860380367
2015-07-21,1018.3278603288
2015-07-22,997.626917857
2015-07-23,1001.1850126687
2015-07-24,987.8960366664
2015-07-27,999.3282125339
2015-07-28,988.5447017091
2015-07-29,987.4401935101
2015-07-30,990.8902815131
2015-07-31,1000.8918543371
2015-08-03,993.1624757579
2015-08-04,995.525454003
2015-08-05,997.0634201614
2015-08-06,999.8986497871
2015-08-07,1001.2765063235
2015-08-10,1007.0193073901
2015-08-11,1005.3574518136
2015-08-12,1017.2035740643
2015-08-13,999.644810064
2015-08-14,997.1361317683
2015-08-17,1008.3842777753
2015-08-18,1008.3949888625
2015-08-19,1022.6790176771
2015-08-20,1037.0542864033
2015-08-21,1031.9511610662
2015-08-24,1013.8040761849
2015-08-25,982.6421515736
2015-08-26,973.5999706903
2015-08-27,989.7660075812
2015-08-28,1007.3825141164
2015-08-31,1009.0929635354
2015-09-01,1014.353871715
2015-09-02,1002.7947663523
2015-09-03,1001.8684198527
2015-09-04,1007.1952273195
2015-09-08,1003.5870361614
2015-09-09,983.4599855788
2015-09-10,988.7975301205
2015-09-11,977.3368043843
2015-09-14,976.4595828552
2015-09-15,975.2722190144
2015-09-16,992.9206744711
2015-09-17,989.458595748
2015-09-18,998.2502327263
2015-09-21,1003.4506951479
2015-09-22,1005.277470666
2015-09-23,1017.5572734686
2015-09-24,1031.1049899859
2015-09-25,1025.1428534867
2015-09-28,1010.5590712639
2015-09-29,1003.5585284963
2015-09-30,991.0324829104
2015-10-01,997.3092292583
2015-10-02,1015.8624115551
2015-10-05,1013.7170399863
2015-10-06,1024.3676764261
2015-10-07,1019.7030504412
2015-10-08,1018.4166930398
2015-10-09,1024.4587801991
2015-10-12,1024.5412121428
2015-10-13,1026.6385576938
2015-10-14,1036.5408267033
2015-10-15,1035.1598565855
2015-10-16,1041.1537117847
2015-10-19,1032.738714231
2015-10-20,1039.8087921461
2015-10-21,1028.3636473593
2015-10-22,1028.0195524517
2015-10-23,1049.8201842616
2015-10-26,1058.947469442
2015-10-27,1054.402230701
2015-10-28,1066.4997150739
2015-10-29,1049.6880235195
2015-10-30,1038.3084348553
2015-11-02,1030.1138304064
2015-11-03,1011.4372701522
2015-11-04,1009.2165543792
2015-11-05,1016.1915872781
2015-11-06,999.265166795
2015-11-09,1013.5638625298
2015-11-10,1011.3838724492
2015-11-11,1010.1918970136
2015-11-12,1004.182124701
2015-11-13,999.350984139
2015-11-16,1012.8043200582
2015-11-17,999.9077554404
2015-11-18,1004.1482651573
2015-11-19,1010.3124090775
2015-11-20,1003.5277524752
2015-11-23,1002.5360281325
2015-11-24,1009.4875354325
2015-11-25,1005.7453861735
2015-11-27,995.9966275689
2015-11-30,1007.0851644895
2015-12-01,1006.152799493
2015-12-02,992.1075998304
2015-12-03,1000.3761390191
2015-12-04,993.499636834
2015-12-07,988.9748750268
2015-12-08,993.4464827487
2015-12-09,989.1721756951
2015-12-10,973.9562554605
2015-12-11,983.6404757567
2015-12-14,969.3241227098
2015-12-15,966.8882279042
2015-12-16,985.7124835391
2015-12-17,966.2946733234
2015-12-18,983.2070244421
2015-12-21,995.3155121266
2015-12-22,984.8822818926
2015-12-23,976.618874915
2015-12-24,987.4261376693
2015-12-28,976.1996420676
2015-12-29,981.7533350922
2015-12-30,970.0762965203
2015-12-31,969.7291905616
2016-01-04,990.5111633316
2016-01-05,995.9779033068
2016-01-06,1015.5326159337
2016-01-07,1027.6464817439
2016-01-08,1004.7615380192
2016-01-11,1002.1900909217
2016-01-12,999.8158437039
2016-01-13,1002.8598829716
2016-01-14,986.4953237838
2016-01-15,1005.1623563627
2016-01-19,1000.3648007913
2016-01-20,1014.4799969326
2016-01-21,1010.4795817761
2016-01-22,1010.1261176547
2016-01-25,1024.3522274402
2016-01-26,1033.5343304265
2016-01-27,1027.2473185763
2016-01-28,1022.7374406261
2016-01-29,1020.7579904336
2016-02-01,1041.8525681528
2016-02-02,1034.4781491216
2016-02-03,1044.9514924029
2016-02-04,1043.7268989905
2016-02-05,1033.7533400793
2016-02-08,1074.8278320418
2016-02-09,1071.2422210373
2016-02-10,1058.1935431826
2016-02-11,1106.2009197995
2016-02-12,1094.8067361905
2016-02-16,1080.9860253594
2016-02-17,1086.4777799903
2016-02-18,1102.3129487104
2016-02-19,1107.3723252178
2016-02-22,1087.292070404
2016-02-23,1108.3572147182
2016-02-24,1123.3274029912
2016-02-25,1124.2112130034
2016-02-26,1106.3952385458
2016-02-29,1129.5367998262
2016-03-01,1129.8583675768
2016-03-02,1141.1418107293
2016-03-03,1156.8709755114
2016-03-04,1159.8377665496
2016-03-07,1148.9940061194
2016-03-08,1145.696472723
2016-03-09,1141.9477717548
2016-03-10,1157.5200689936
2016-03-11,1126.0077804049
2016-03-14,1114.2606755725
2016-03-15,1108.2705400118
2016-03-16,1106.5790624767
2016-03-17,1127.1120680871
2016-03-18,1107.7949853432
2016-03-21,1102.7531797918
2016-03-22,1110.8979856774
2016-03-23,1090.3533451088
2016-03-24,1092.383608754
2016-03-28,1093.1035945659
2016-03-29,1102.9460136636
2016-03-30,1086.5181439428
2016-03-31,1088.8729477447
2016-04-01,1074.0204534693
2016-04-04,1069.3553389352
2016-04-05,1078.584355441
2016-04-06,1074.0640449707
2016-04-07,1083.9124967728
2016-04-08,1092.4059878109
2016-04-11,1102.0755581956
2016-04-12,1103.4863842655
2016-04-13,1095.1268367786
2016-04-14,1086.0850556468
2016-04-15,1094.1420117842
2016-04-18,1091.6865814643
2016-04-19,1107.9652123243
2016-04-20,1103.2044756973
2016-04-21,1104.8154402529
2016-04-22,1088.1121231108
2016-04-25,1102.8068525122
2016-04-26,1102.3158532566
2016-04-27,1105.5794103857
2016-04-28,1117.0441650772
2016-04-29,1135.2694866919
2016-05-02,1129.4574162352
2016-05-03,1119.9145473677
2016-05-04,1106.828852119
2016-05-05,1106.2324251814
2016-05-06,1133.5242554318
2016-05-09,1111.3486036413
2016-05-10,1109.8558425813
2016-05-11,1120.5901155247
2016-05-12,1111.6649747654
2016-05-13,1117.9620270129
2016-05-16,1125.2144666756
2016-05-17,1127.7779010317
2016-05-18,1125.5686510235
2016-05-19,1117.5297595509
2016-05-20,1117.6167886349
2016-05-23,1114.8926428788
2016-05-24,1095.6627027818
2016-05-25,1098.4950116143
2016-05-26,1093.3804021292
2016-05-27,1084.5182437483
2016-05-31,1089.66345404
2016-06-01,1088.274140725
2016-06-02,1081.2346140795
2016-06-03,1111.9976645587
2016-06-06,1096.4677038891
2016-06-07,1095.0346979712
2016-06-08,1109.1909534337
2016-06-09,1113.5207047554
2016-06-10,1125.4054454516
2016-06-13,1142.7050591423
2016-06-14,1138.604420166
2016-06-15,1146.7022195119
2016-06-16,1150.7942032225
2016-06-17,1148.6835491236
2016-06-20,1136.6577215554
2016-06-21,1122.054803119
2016-06-22,1127.0491287975
2016-06-23,1113.3242335717
2016-06-24,1165.6655601246
2016-06-27,1198.3569083245
2016-06-28,1194.0952153991
2016-06-29,1195.5082140015
2016-06-30,1184.753855243
2016-07-01,1203.5780551587
2016-07-05,1216.9349914631
2016-07-06,1233.5283376936
2016-07-07,1225.4229306
2016-07-08,1225.9458090321
2016-07-11,1226.9118209778
2016-07-12,1206.4532945241
2016-07-13,1213.4222156611
2016-07-14,1199.91411314
2016-07-15,1194.3939167263
2016-07-18,1201.8300455487
2016-07-19,1202.5975655043
2016-07-20,1197.430921131
2016-07-21,1207.4021269711
2016-07-22,1199.2314091297
2016-07-25,1202.5947389004
2016-07-26,1201.599268726
2016-07-27,1207.3385940561
2016-07-28,1203.146965064
2016-07-29,1217.0273857807
2016-08-01,1210.0570538045
2016-08-02,1221.6973833999
2016-08-03,1208.746219836
2016-08-04,1218.4903362638
2016-08-05,1200.2075195562
2016-08-08,1202.3934967768
2016-08-09,1208.0859796865
2016-08-10,1209.3591598922
2016-08-11,1200.1143495199
2016-08-12,1199.2011010109
2016-08-15,1200.2387092497
2016-08-16,1207.5225870845
2016-08-17,1190.7600202855
2016-08-18,1195.8659685753
2016-08-19,1181.0265025091
2016-08-22,1183.9982510307
2016-08-23,1184.3529566888
2016-08-24,1171.9483859997
2016-08-25,1171.9847247665
2016-08-26,1170.4525244104
2016-08-29,1181.2174330666
2016-08-30,1171.912067215
2016-08-31,1171.7666272624
2016-09-01,1175.7312459512
2016-09-02,1180.3707694988
2016-09-06,1209.8721293884
2016-09-07,1194.5450337555
2016-09-08,1189.2172336147
2016-09-09,1180.0646712178
2016-09-12,1175.1484258431
2016-09-13,1173.1185673598
2016-09-14,1177.9454276289
2016-09-15,1167.832874878
2016-09-16,1161.1304673759
2016-09-19,1177.1323389178
2016-09-20,1174.9732349835
2016-09-21,1189.6189051484
2016-09-22,1197.5133976858
2016-09-23,1192.8492091765
2016-09-26,1191.984576413
2016-09-27,1178.5925362819
2016-09-28,1175.9812275312
2016-09-29,1177.4627916703
2016-09-30,1170.5443193572
2016-10-03,1165.1409410714
2016-10-04,1129.5776063534
2016-10-05,1128.5583634411
2016-10-06,1115.0715976891
2016-10-07,1120.637958429
2016-10-11,1124.692817805
2016-10-12,1130.9943326285
2016-10-13,1139.6780491903
2016-10-14,1134.0554914243
2016-10-17,1143.7116743223
2016-10-18,1144.5543386299
2016-10-19,1155.0568875424
2016-10-20,1153.1513946058
2016-10-21,1158.1466267063
2016-10-24,1159.6518309246
2016-10-25,1169.5121149708
2016-10-26,1161.7188246987
2016-10-27,1161.9289273201
2016-10-28,1170.1436503966
2016-10-31,1157.5227665212
2016-11-01,1172.2963939555
2016-11-02,1181.8699004779
2016-11-03,1173.3222281637
2016-11-04,1173.8823256561
2016-11-07,1151.4926677318
2016-11-08,1152.1723421997
2016-11-09,1154.9098632306
2016-11-10,1158.818385461
2016-11-14,1128.1444617978
2016-11-15,1138.5648293443
2016-11-16,1140.4535413422
2016-11-17,1136.2110018963
2016-11-18,1137.6214734336
2016-11-21,1142.8300511572
2016-11-22,1138.2794210023
2016-11-23,1118.2296434351
2016-11-25,1115.5196825989
2016-11-28,1121.9023464692
2016-11-29,1118.4079037172
2016-11-30,1099.498394365
2016-12-01,1101.670319143
2016-12-02,1102.0204780584
2016-12-05,1109.4299828069
2016-12-06,1085.4009186725
2016-12-07,1096.0400127522
2016-12-08,1086.9782570986
2016-12-09,1091.5751529799
2016-12-12,1103.1142630775
2016-12-13,1086.9509531864
2016-12-14,1092.5511576228
2016-12-15,1072.650646759
2016-12-16,1089.6610064538
2016-12-19,1091.3900946547
2016-12-20,1087.3715725899
2016-12-21,1088.593281377
2016-12-22,1082.4063994279
2016-12-23,1084.4394577452
2016-12-27,1087.6000192432
2016-12-28,1089.0499164866
2016-12-29,1110.109383336
2016-12-30,1087.4399207683
2017-01-03,1109.3656305178
2017-01-04,1116.8988881535
2017-01-05,1123.4282822368
2017-01-06,1104.949396345
2017-01-09,1123.7333211994
2017-01-10,1118.370335695
2017-01-11,1133.0102865891
2017-01-12,1131.2820934614
2017-01-13,1125.8531759706
2017-01-17,1143.0736228972
2017-01-18,1132.395942235
2017-01-19,1129.9628189107
2017-01-20,1129.7659506846
2017-01-23,1134.056689712
2017-01-24,1124.7318316352
2017-01-25,1115.9794095032
2017-01-26,1106.3064563089
2017-01-27,1112.1447236952
2017-01-30,1113.6850443358
2017-01-31,1128.6269200961
2017-02-01,1115.9033098393
2017-02-02,1129.9857571839
2017-02-03,1132.2545851712
2017-02-06,1140.6897079331
2017-02-07,1148.8179325866
2017-02-08,1159.0123896402
2017-02-09,1155.1396200297
2017-02-10,1158.1264673148
2017-02-13,1152.9685724097
2017-02-14,1154.7863619635
2017-02-15,1164.3629276736
2017-02-16,1168.9976010647
2017-02-17,1159.6435170044
2017-02-21,1166.4180359745
2017-02-22,1168.6505783114
2017-02-23,1184.5644720928
2017-02-24,1187.4939927813
2017-02-27,1191.5374115017
2017-02-28,1183.4564509518
2017-03-01,1181.6468242206
2017-03-02,1169.2456558039
2017-03-03,1166.0633001115
2017-03-06,1152.9647402267
2017-03-07,1148.5732667785
2017-03-08,1143.3135016479
2017-03-09,1139.9953733184
2017-03-10,1135.0456737447
2017-03-13,1124.7851496807
2017-03-14,1128.3917342412
2017-03-15,1130.8422557022
2017-03-16,1142.2149238017
2017-03-17,1141.3774634966
2017-03-20,1148.2841821158
2017-03-21,1160.492854223
2017-03-22,1155.4276664809
2017-03-23,1155.5894516744
2017-03-24,1157.468222315
2017-03-27,1157.1021611902
2017-03-28,1155.7924055818
2017-03-29,1158.6554525986
2017-03-30,1157.103092225
2017-03-31,1167.1110819606
2017-04-03,1172.3873062036
2017-04-04,1176.1859686485
2017-04-05,1166.0679723689
2017-04-06,1171.5186181986
2017-04-07,1178.3395968204
2017-04-10,1182.2894586065
2017-04-11,1199.5169894858
2017-04-12,1201.8299769958
2017-04-13,1205.0812497556
2017-04-17,1215.207891283
2017-04-18,1213.4876061046
2017-04-19,1194.367313342
2017-04-20,1196.3588641543
2017-04-21,1201.50468186
2017-04-24,1173.2639592901
2017-04-25,1164.858284794
2017-04-26,1154.8971359761
2017-04-27,1158.408423228
2017-04-28,1165.3816506
2017-05-01,1149.0254641647
2017-05-02,1150.5249979347
2017-05-03,1139.7580349991
2017-05-04,1126.3685546895
2017-05-05,1115.3273307841
2017-05-08,1117.449114651
2017-05-09,1111.2059445333
2017-05-10,1118.1388022725
2017-05-11,1124.7617312475
2017-05-12,1128.5822412265
2017-05-15,1124.3409908389
2017-05-16,1124.590949566
2017-05-17,1133.4979844841
2017-05-18,1121.961251166
2017-05-19,1127.1794495764
2017-05-22,1125.1369457097
2017-05-23,1116.4833985816
2017-05-24,1120.2843013256
2017-05-25,1118.1643651827
2017-05-26,1130.6991852317
2017-05-30,1134.0598640683
2017-05-31,1138.5926225179
2017-06-01,1126.8697686466
2017-06-02,1138.3949369973
2017-06-05,1134.048292716
2017-06-06,1149.8802328816
2017-06-07,1144.5766720334
2017-06-08,1133.9670796895
2017-06-09,1134.1278890103
2017-06-12,1130.247425772
2017-06-13,1130.5619926629
2017-06-14,1135.5285501337
2017-06-15,1116.4614896676
2017-06-16,1124.9759036273
2017-06-19,1110.0751905865
2017-06-20,1113.549266734
2017-06-21,1116.4612700566
2017-06-22,1117.2007472894
2017-06-23,1126.6730959791
2017-06-26,1112.8836234536
2017-06-27,1114.4934481856
2017-06-28,1100.6111859875
2017-06-29,1093.0670241135
2017-06-30,1084.3717185441
2017-07-03,1066.1740425475
2017-07-05,1074.281556647
2017-07-06,1077.1247884109
2017-07-07,1057.8754974538
2017-07-10,1062.8904945408
2017-07-12,1061.6228232171
2017-07-13,1065.1625576268
2017-07-14,1075.593289246
2017-07-17,1074.2989124744
2017-07-18,1081.6310459481
2017-07-19,1074.6557551802
2017-07-20,1079.7644535997
2017-07-21,1078.6227753177
2017-07-24,1073.3885537749
2017-07-25,1075.4480921639
2017-07-26,1072.6037407636
2017-07-27,1074.0105070428
2017-07-28,1085.1543143767
2017-07-31,1078.2058923664
2017-08-01,1076.2759622203
2017-08-02,1076.7694856681
2017-08-03,1069.7696599042
2017-08-04,1058.7337381484
2017-08-07,1068.2242774349
2017-08-08,1064.6608605598
2017-08-09,1082.9793091251
2017-08-10,1091.4401971726
2017-08-11,1094.0298770549
2017-08-14,1085.9579834618
2017-08-15,1081.6259725409
2017-08-16,1087.535760076
2017-08-17,1092.5523342232
2017-08-18,1097.434835401
2017-08-21,1097.967456689
2017-08-22,1087.9656314196
2017-08-23,1095.7970377813
2017-08-24,1088.7264369003
2017-08-25,1095.135240509
