date,close,Open,High,Low,Volume,source,log_return
2010-01-04 00:00:00+01:00,12145.0869140625,11986.487470472193,12145.0869140625,11986.087080265723,184200,Yahoo Finance,
2010-01-05 00:00:00+01:00,12204.3876953125,12141.787174493644,12240.487267135813,12139.787176574093,238400,Yahoo Finance,0.004870815444119051
2010-01-06 00:00:00+01:00,12222.4873046875,12216.387701648066,12230.687491482591,12147.586991860322,123800,Yahoo Finance,0.0014819425479075618
2010-01-07 00:00:00+01:00,12166.287109375,12162.987308130785,12199.687465147299,12079.087005054318,192400,Yahoo Finance,-0.004608701842354706
2010-01-08 00:00:00+01:00,12162.9873046875,12217.98724728043,12232.187427771265,12079.887782048956,213200,Yahoo Finance,-0.0002712620731366418
2010-01-11 00:00:00+01:00,12074.4873046875,12192.48718062051,12233.88752771651,12066.086922894798,230800,Yahoo Finance,-0.007302773472765983
2010-01-12 00:00:00+01:00,11966.087890625,12094.388546226306,12134.1883119367,11941.087915108228,186800,Yahoo Finance,-0.009018099427554124
2010-01-13 00:00:00+01:00,11958.2880859375,11922.988315842676,12027.188409042328,11909.587938349629,181800,Yahoo Finance,-0.0006520383203711509
2010-01-14 00:00:00+01:00,11999.7880859375,12049.087842479857,12050.38862245954,11902.288181153932,153800,Yahoo Finance,0.0034643884766994743
2010-01-15 00:00:00+01:00,11844.98828125,12028.488099705835,12085.287848198932,11818.587916744002,236400,Yahoo Finance,-0.012984141858096045
2010-01-18 00:00:00+01:00,11870.6884765625,11888.48826367804,11897.688449908112,11788.788166789529,95600,Yahoo Finance,0.0021673600661201173
2010-01-19 00:00:00+01:00,12022.587890625,11850.388839722193,12049.188450634196,11772.488525028792,202400,Yahoo Finance,0.012714996319614709
2010-01-20 00:00:00+01:00,11708.98828125,11987.287807405957,12038.987950975212,11642.488347805374,233600,Yahoo Finance,-0.026430428621105843
2010-01-21 00:00:00+01:00,11443.98828125,11771.787750267807,11788.787732859668,11414.087921243246,288200,Yahoo Finance,-0.022892224854268374
2010-01-22 00:00:00+01:00,11373.388671875,11409.988243539055,11423.488229629133,11204.488455278995,302600,Yahoo Finance,-0.0061882515959399914
2010-01-25 00:00:00+01:00,11249.2880859375,11275.388644685198,11383.28794634548,11223.68850323042,203600,Yahoo Finance,-0.010971454185099322
2010-01-26 00:00:00+01:00,11347.2880859375,11158.788280607987,11385.488241799334,11140.3888855472,217400,Yahoo Finance,0.008673934820080638
2010-01-27 00:00:00+01:00,11042.189453125,11199.489104786477,11203.889491130642,10997.689496415951,328400,Yahoo Finance,-0.027255439002596752
2010-01-28 00:00:00+01:00,10829.2890625,11154.889325456088,11200.488889598288,10829.2890625,287000,Yahoo Finance,-0.019468927555933963
2010-01-29 00:00:00+01:00,10947.689453125,10903.989300692347,11045.288966732553,10821.189577250314,222400,Yahoo Finance,0.01087401149034252
2010-02-01 00:00:00+01:00,10995.189453125,10852.38978795131,11033.689415510931,10839.389800652165,202800,Yahoo Finance,0.0043294295518615305
2010-02-02 00:00:00+01:00,11140.888671875,11022.388796521287,11158.38865346732,10945.488486785302,208600,Yahoo Finance,0.013164149674393466
2010-02-03 00:00:00+01:00,10888.3896484375,11189.58857003288,11201.58855819402,10867.789082823954,269200,Yahoo Finance,-0.022924952705843733
2010-02-04 00:00:00+01:00,10241.689453125,10882.288390595824,10920.088155636335,10220.689475151219,503400,Yahoo Finance,-0.06123046001092676
2010-02-05 00:00:00+01:00,10103.2900390625,10123.290019730945,10277.490065996964,9916.590024210258,537800,Yahoo Finance,-0.013605474414271176
2010-02-08 00:00:00+01:00,10206.2890625,10132.08894528362,10259.189397447044,9970.889896196697,310600,Yahoo Finance,0.010142987795818126
2010-02-09 00:00:00+01:00,10275.3896484375,10160.78918230662,10339.189386426922,10084.889847591465,279600,Yahoo Finance,0.006747576611318668
2010-02-10 00:00:00+01:00,10454.9892578125,10383.088941062917,10543.08877666789,10358.889747176861,306800,Yahoo Finance,0.017327623758825662
2010-02-11 00:00:00+01:00,10281.689453125,10554.488972794788,10557.389360389498,10162.689577454663,263000,Yahoo Finance,-0.016714715197878
2010-02-12 00:00:00+01:00,10224.8896484375,10393.889470887634,10409.788868246354,10149.189532654938,183600,Yahoo Finance,-0.005539680671499682
2010-02-15 00:00:00+01:00,10293.5888671875,10298.489252698553,10386.788965238205,10240.289118122573,110000,Yahoo Finance,0.006696351818681844
2010-02-16 00:00:00+01:00,10393.8896484375,10397.889644303465,10430.48921998648,10230.389817416188,151800,Yahoo Finance,0.00969683831716154
2010-02-17 00:00:00+01:00,10498.5888671875,10470.889676779394,10551.489203684718,10426.48933158496,198800,Yahoo Finance,0.010022754853037523
2010-02-18 00:00:00+01:00,10574.189453125,10466.689562332802,10574.189453125,10417.889807220366,197400,Yahoo Finance,0.0071752200054882535
2010-02-19 00:00:00+01:00,10676.689453125,10472.389853990411,10676.689453125,10403.989532185347,244800,Yahoo Finance,0.009646734644161815
2010-02-22 00:00:00+01:00,10570.4892578125,10752.489072856431,10773.588660789119,10541.088897065416,150200,Yahoo Finance,-0.00999672296991075
2010-02-23 00:00:00+01:00,10312.8896484375,10597.588570637328,10638.588527930653,10267.489305102737,212000,Yahoo Finance,-0.024671551172489606
2010-02-24 00:00:00+01:00,10253.9892578125,10304.689400010995,10333.788978900968,10089.38982087361,221800,Yahoo Finance,-0.005727709286417092
2010-02-25 00:00:00+01:00,10126.189453125,10195.588793566447,10312.389450910552,10047.189536930651,219800,Yahoo Finance,-0.012541742806900876
2010-02-26 00:00:00+01:00,10333.5888671875,10243.389742203173,10345.18944106573,10118.38987214564,230200,Yahoo Finance,0.020274561649349487
2010-03-01 00:00:00+01:00,10434.8896484375,10434.68945333109,10504.88957637614,10287.589018825996,164800,Yahoo Finance,0.009755320741550192
2010-03-02 00:00:00+01:00,10521.4892578125,10441.7891438719,10532.889636797987,10339.289248521827,176200,Yahoo Finance,0.008264796385622062
2010-03-03 00:00:00+01:00,10664.4892578125,10485.089047894766,10679.48924270323,10411.789317041037,194800,Yahoo Finance,0.01349969949263855
2010-03-04 00:00:00+01:00,10745.2890625,10595.589016844337,10814.588797907769,10577.089035338977,231200,Yahoo Finance,0.0075479705663342245
2010-03-05 00:00:00+01:00,11019.7890625,10780.089100849134,11032.789049827497,10718.589160799818,217400,Yahoo Finance,0.025225230427548435
2010-03-08 00:00:00+01:00,11078.2890625,11103.088843140114,11123.789018380456,11031.68949831079,170600,Yahoo Finance,0.005294590446135447
2010-03-09 00:00:00+01:00,11002.7890625,11101.088771216024,11108.58876389367,10911.088956715685,170600,Yahoo Finance,-0.006838460857690685
2010-03-10 00:00:00+01:00,11120.98828125,11018.288194157796,11120.98828125,10976.788237888408,166400,Yahoo Finance,0.010685367290409692
2010-03-11 00:00:00+01:00,11045.3896484375,11076.189423170696,11127.989177480375,10988.289118033088,156000,Yahoo Finance,-0.00682104457161777
2010-03-12 00:00:00+01:00,11076.9892578125,11078.889646594549,11181.288961352751,11049.389675202885,148400,Yahoo Finance,0.0028568022453749732
2010-03-15 00:00:00+01:00,10957.7890625,11069.889538542673,11078.28894437103,10932.189478220896,145600,Yahoo Finance,-0.010819383464266641
2010-03-16 00:00:00+01:00,11059.2890625,11028.588897007405,11061.789060071686,10921.089001424969,167000,Yahoo Finance,0.009220180668868283
2010-03-17 00:00:00+01:00,11166.7880859375,11127.988321967594,11189.98825690307,11090.388752050669,172200,Yahoo Finance,0.009673309506487924
2010-03-18 00:00:00+01:00,11073.4892578125,11119.588822467163,11156.38956801744,11021.289113138397,177400,Yahoo Finance,-0.008390126974639233
2010-03-19 00:00:00+01:00,10990.7890625,11132.389510039924,11141.389501243506,10929.588927003344,277800,Yahoo Finance,-0.007496332432874082
2010-03-22 00:00:00+01:00,10861.8896484375,10959.588770565058,10960.389551023103,10694.189618976912,212800,Yahoo Finance,-0.011797263917476793
2010-03-23 00:00:00+01:00,10996.189453125,10884.489366932416,11013.88963114618,10864.789190865036,215000,Yahoo Finance,0.012288499284788373
2010-03-24 00:00:00+01:00,10866.2890625,11026.989098947784,11041.088694384216,10747.489375255402,217800,Yahoo Finance,-0.011883549180028315
2010-03-25 00:00:00+01:00,11091.388671875,10908.488474495567,11092.788084458933,10825.888952392159,189800,Yahoo Finance,0.020503761655683586
2010-03-26 00:00:00+01:00,11071.0888671875,11054.088883682445,11123.989206483731,11003.989322918642,150000,Yahoo Finance,-0.0018319080372406372
2010-03-29 00:00:00+02:00,11090.98828125,11108.188458388775,11166.388592206951,11012.988363664796,134400,Yahoo Finance,0.001795808152553837
2010-03-30 00:00:00+02:00,10980.689453125,11133.588717609227,11156.989085342118,10967.989270236834,131800,Yahoo Finance,-0.00999468618844531
2010-03-31 00:00:00+02:00,10871.2890625,10942.788991849166,11014.78892070427,10773.98935395673,196200,Yahoo Finance,-0.010012942725217744
2010-04-01 00:00:00+02:00,11067.8896484375,10950.38976247964,11067.8896484375,10892.989427565815,127800,Yahoo Finance,0.017922808441050056
2010-04-06 00:00:00+02:00,11160.587890625,11143.188494832073,11185.087864899735,10968.18867858396,165600,Yahoo Finance,0.008340542387636433
2010-04-07 00:00:00+02:00,11191.2880859375,11152.288126775584,11235.688430069502,11083.188589756885,213800,Yahoo Finance,0.0027469922121891935
2010-04-08 00:00:00+02:00,11076.2890625,11133.989201852808,11152.989183425936,10976.989354116964,203000,Yahoo Finance,-0.01032892308616689
2010-04-09 00:00:00+02:00,11394.1884765625,11161.08813036517,11408.488266542883,11139.488543205018,257600,Yahoo Finance,0.028296739596220644
2010-04-12 00:00:00+02:00,11460.7880859375,11467.988273887748,11554.787989821825,11416.08793633127,191800,Yahoo Finance,0.005828034669201793
2010-04-13 00:00:00+02:00,11460.98828125,11415.788132154217,11535.68840018235,11403.488340043135,196600,Yahoo Finance,1.7467696159050105e-05
2010-04-14 00:00:00+02:00,11503.6884765625,11519.587874428364,11566.087827059095,11460.188520875688,155800,Yahoo Finance,0.00371877601172238
2010-04-15 00:00:00+02:00,11523.48828125,11533.087880862739,11543.888651128951,11371.98843531696,196800,Yahoo Finance,0.0017196905878040943
2010-04-16 00:00:00+02:00,11259.6884765625,11441.688287142491,11546.888372965861,11210.488332456052,318000,Yahoo Finance,-0.023158455675315822
2010-04-19 00:00:00+02:00,11199.48828125,11155.488327290002,11264.087823030315,11118.188561631663,200600,Yahoo Finance,-0.005360867865778866
2010-04-20 00:00:00+02:00,11305.587890625,11256.28813703891,11334.688446398466,11140.08806217301,186400,Yahoo Finance,0.009429019003657887
2010-04-21 00:00:00+02:00,11064.689453125,11328.489001701904,11337.288797846095,11041.789084732893,210800,Yahoo Finance,-0.021538199669022578
2010-04-22 00:00:00+02:00,10821.8896484375,11045.08864563234,11079.189197720436,10753.389716432937,297200,Yahoo Finance,-0.02218800521491257
2010-04-23 00:00:00+02:00,10918.189453125,10833.189536754711,11027.288955159189,10759.689609069816,225400,Yahoo Finance,0.00885925337149294
2010-04-26 00:00:00+02:00,10939.2890625,11042.689351587753,11092.588716649963,10837.789162171099,243600,Yahoo Finance,0.0019306541615814975
2010-04-27 00:00:00+02:00,10480.8896484375,10884.588453424127,10904.488823652622,10480.8896484375,317200,Yahoo Finance,-0.04280724432794081
2010-04-28 00:00:00+02:00,10166.9892578125,10350.788868301912,10480.288731475583,10077.889742577829,502800,Yahoo Finance,-0.030407440689514988
2010-04-29 00:00:00+02:00,10440.9892578125,10190.689710645107,10511.288990172283,10138.589178311118,325200,Yahoo Finance,0.026593209742328712
2010-04-30 00:00:00+02:00,10492.189453125,10477.088882647873,10648.588707061712,10382.18956574586,270800,Yahoo Finance,0.004891784293182996
2010-05-03 00:00:00+02:00,10422.7890625,10426.189449620411,10452.189422823689,10271.98941323329,162600,Yahoo Finance,-0.006636453897093407
2010-05-04 00:00:00+02:00,9859.08984375,10363.58934403319,10411.789491602482,9812.790084923334,462200,Yahoo Finance,-0.055600808439120325
2010-05-05 00:00:00+02:00,9635.1904296875,9864.58961124537,9904.489961429877,9505.69056094045,516200,Yahoo Finance,-0.02297179037859277
2010-05-06 00:00:00+02:00,9352.58984375,9539.19023484634,9837.489728060651,9267.490323232742,460600,Yahoo Finance,-0.029768772456516813
2010-05-07 00:00:00+02:00,9046.0908203125,9175.391475935689,9568.79050777688,8925.891718346362,539400,Yahoo Finance,-0.033320582746295783
2010-05-10 00:00:00+02:00,10351.8896484375,9059.190794562548,10351.8896484375,9058.590209248277,694200,Yahoo Finance,0.1348363669385081
2010-05-11 00:00:00+02:00,10008.58984375,10056.690382754632,10146.789904217334,9731.290309630413,372000,Yahoo Finance,-0.033725369121801796
2010-05-12 00:00:00+02:00,10089.7900390625,9927.890781697753,10284.890436167794,9812.190698368122,296200,Yahoo Finance,0.008080316681491062
2010-05-13 00:00:00+02:00,9977.490234375,10222.489994577643,10222.489994577643,9846.290167476624,230200,Yahoo Finance,-0.01119244615903869
2010-05-14 00:00:00+02:00,9314.6904296875,9891.089239447081,9896.789428783439,9192.589971761477,397400,Yahoo Finance,-0.06873880920215843
2010-05-17 00:00:00+02:00,9286.08984375,9224.290104053589,9488.390412252598,9140.490387493235,292000,Yahoo Finance,-0.003075205239396865
2010-05-18 00:00:00+02:00,9627.58984375,9480.890773802363,9716.789948583493,9419.590054731978,280400,Yahoo Finance,0.03611535392107763
2010-05-19 00:00:00+02:00,9376.490234375,9430.289983030001,9518.39047721074,9233.19057893425,292600,Yahoo Finance,-0.026427401097803952
2010-05-20 00:00:00+02:00,9270.490234375,9471.690217741472,9564.08953446963,9037.490479819218,323400,Yahoo Finance,-0.011369255410716341
2010-05-21 00:00:00+02:00,9407.2900390625,9288.490357699904,9443.490196795936,9005.891041688767,468400,Yahoo Finance,0.014648662627177542
2010-05-24 00:00:00+02:00,9287.890625,9514.78980049248,9552.289761063661,9169.790163237609,184400,Yahoo Finance,-0.0127734563949376
2010-05-25 00:00:00+02:00,9004.3916015625,8969.891635237442,9027.391579112538,8812.091008014459,342200,Yahoo Finance,-0.030999054325091615
2010-05-26 00:00:00+02:00,9042.5908203125,9155.99110071664,9241.790822009996,9042.5908203125,329200,Yahoo Finance,0.004233314457144573
2010-05-27 00:00:00+02:00,9334.890625,9129.490449252835,9395.089780773109,8906.79048691621,351400,Yahoo Finance,0.03181333175645862
2010-05-28 00:00:00+02:00,9425.490234375,9452.089816190526,9492.089774747103,9372.190484910661,237600,Yahoo Finance,0.009658685971368599
2010-05-31 00:00:00+02:00,9359.390625,9346.089857628072,9403.789992736025,9328.390657345488,114200,Yahoo Finance,-0.00703756203520857
2010-06-01 00:00:00+02:00,9299.6904296875,9282.190448064268,9356.190370356791,9019.390919343121,241600,Yahoo Finance,-0.006399071728660635
2010-06-02 00:00:00+02:00,9267.990234375,9212.08990265184,9304.490195915212,9031.890873776461,229400,Yahoo Finance,-0.003414559598044383
2010-06-03 00:00:00+02:00,9276.1904296875,9469.69022597818,9488.78981524585,9258.29005790734,209200,Yahoo Finance,0.0008843955950966261
2010-06-04 00:00:00+02:00,8923.3916015625,9289.59045962625,9315.09043451014,8881.691447322417,324000,Yahoo Finance,-0.03877484975650006
2010-06-07 00:00:00+02:00,8795.291015625,8825.191376370813,8962.590653131338,8663.99134214419,244800,Yahoo Finance,-0.014459632315439529
2010-06-08 00:00:00+02:00,8669.791015625,8880.39138806487,8888.891379447943,8563.590927973597,263200,Yahoo Finance,-0.014371780208822663
2010-06-09 00:00:00+02:00,8868.69140625,8725.891743080016,8868.69140625,8610.591076095438,273000,Yahoo Finance,0.022682568947968346
2010-06-10 00:00:00+02:00,9198.1904296875,8807.790453546175,9242.589796611644,8712.290554937443,291800,Yahoo Finance,0.03647951714416764
2010-06-11 00:00:00+02:00,9561.6904296875,9275.990526168396,9648.690340832029,9265.690732000367,422400,Yahoo Finance,0.03875776233777055
