Date,Close,Open,Volume,Daily_Return_Pct
2010-01-04,12145.08691,11986.48747,184200.0,0.0
2010-01-05,12204.3877,12141.78717,238400.0,0.00487
2010-01-06,12222.4873,12216.3877,123800.0,0.00148
2010-01-07,12166.28711,12162.98731,192400.0,-0.00461
2010-01-08,12162.9873,12217.98725,213200.0,-0.00027
2010-01-11,12074.4873,12192.48718,230800.0,-0.0073
2010-01-12,11966.08789,12094.38855,186800.0,-0.00902
2010-01-13,11958.28809,11922.98832,181800.0,-0.00065
2010-01-14,11999.78809,12049.08784,153800.0,0.00346
2010-01-15,11844.98828,12028.4881,236400.0,-0.01298
2010-01-18,11870.68848,11888.48826,95600.0,0.00217
2010-01-19,12022.58789,11850.38884,202400.0,0.01271
2010-01-20,11708.98828,11987.28781,233600.0,-0.02643
2010-01-21,11443.98828,11771.78775,288200.0,-0.02289
2010-01-22,11373.38867,11409.98824,302600.0,-0.00619
2010-01-25,11249.28809,11275.38864,203600.0,-0.01097
2010-01-26,11347.28809,11158.78828,217400.0,0.00867
2010-01-27,11042.18945,11199.4891,328400.0,-0.02726
2010-01-28,10829.28906,11154.88933,287000.0,-0.01947
2010-01-29,10947.68945,10903.9893,222400.0,0.01087
2010-02-01,10995.18945,10852.38979,202800.0,0.00433
2010-02-02,11140.88867,11022.3888,208600.0,0.01316
2010-02-03,10888.38965,11189.58857,269200.0,-0.02292
2010-02-04,10241.68945,10882.28839,503400.0,-0.06123
2010-02-05,10103.29004,10123.29002,537800.0,-0.01361
2010-02-08,10206.28906,10132.08895,310600.0,0.01014
2010-02-09,10275.38965,10160.78918,279600.0,0.00675
2010-02-10,10454.98926,10383.08894,306800.0,0.01733
2010-02-11,10281.68945,10554.48897,263000.0,-0.01671
2010-02-12,10224.88965,10393.88947,183600.0,-0.00554
2010-02-15,10293.58887,10298.48925,110000.0,0.0067
2010-02-16,10393.88965,10397.88964,151800.0,0.0097
2010-02-17,10498.58887,10470.88968,198800.0,0.01002
2010-02-18,10574.18945,10466.68956,197400.0,0.00718
2010-02-19,10676.68945,10472.38985,244800.0,0.00965
2010-02-22,10570.48926,10752.48907,150200.0,-0.01
2010-02-23,10312.88965,10597.58857,212000.0,-0.02467
2010-02-24,10253.98926,10304.6894,221800.0,-0.00573
2010-02-25,10126.18945,10195.58879,219800.0,-0.01254
2010-02-26,10333.58887,10243.38974,230200.0,0.02027
2010-03-01,10434.88965,10434.68945,164800.0,0.00976
2010-03-02,10521.48926,10441.78914,176200.0,0.00826
2010-03-03,10664.48926,10485.08905,194800.0,0.0135
2010-03-04,10745.28906,10595.58902,231200.0,0.00755
2010-03-05,11019.78906,10780.0891,217400.0,0.02523
2010-03-08,11078.28906,11103.08884,170600.0,0.00529
2010-03-09,11002.78906,11101.08877,170600.0,-0.00684
2010-03-10,11120.98828,11018.28819,166400.0,0.01069
2010-03-11,11045.38965,11076.18942,156000.0,-0.00682
2010-03-12,11076.98926,11078.88965,148400.0,0.00286
2010-03-15,10957.78906,11069.88954,145600.0,-0.01082
2010-03-16,11059.28906,11028.5889,167000.0,0.00922
2010-03-17,11166.78809,11127.98832,172200.0,0.00967
2010-03-18,11073.48926,11119.58882,177400.0,-0.00839
2010-03-19,10990.78906,11132.38951,277800.0,-0.0075
2010-03-22,10861.88965,10959.58877,212800.0,-0.0118
2010-03-23,10996.18945,10884.48937,215000.0,0.01229
2010-03-24,10866.28906,11026.9891,217800.0,-0.01188
2010-03-25,11091.38867,10908.48847,189800.0,0.0205
2010-03-26,11071.08887,11054.08888,150000.0,-0.00183
2010-03-29,11090.98828,11108.18846,134400.0,0.0018
2010-03-30,10980.68945,11133.58872,131800.0,-0.00999
2010-03-31,10871.28906,10942.78899,196200.0,-0.01001
2010-04-01,11067.88965,10950.38976,127800.0,0.01792
2010-04-06,11160.58789,11143.18849,165600.0,0.00834
2010-04-07,11191.28809,11152.28813,213800.0,0.00275
2010-04-08,11076.28906,11133.9892,203000.0,-0.01033
2010-04-09,11394.18848,11161.08813,257600.0,0.0283
2010-04-12,11460.78809,11467.98827,191800.0,0.00583
2010-04-13,11460.98828,11415.78813,196600.0,0.00002
2010-04-14,11503.68848,11519.58787,155800.0,0.00372
2010-04-15,11523.48828,11533.08788,196800.0,0.00172
2010-04-16,11259.68848,11441.68829,318000.0,-0.02316
2010-04-19,11199.48828,11155.48833,200600.0,-0.00536
2010-04-20,11305.58789,11256.28814,186400.0,0.00943
2010-04-21,11064.68945,11328.489,210800.0,-0.02154
2010-04-22,10821.88965,11045.08865,297200.0,-0.02219
2010-04-23,10918.18945,10833.18954,225400.0,0.00886
2010-04-26,10939.28906,11042.68935,243600.0,0.00193
2010-04-27,10480.88965,10884.58845,317200.0,-0.04281
2010-04-28,10166.98926,10350.78887,502800.0,-0.03041
2010-04-29,10440.98926,10190.68971,325200.0,0.02659
2010-04-30,10492.18945,10477.08888,270800.0,0.00489
2010-05-03,10422.78906,10426.18945,162600.0,-0.00664
2010-05-04,9859.08984,10363.58934,462200.0,-0.0556
2010-05-05,9635.19043,9864.58961,516200.0,-0.02297
2010-05-06,9352.58984,9539.19023,460600.0,-0.02977
2010-05-07,9046.09082,9175.39148,539400.0,-0.03332
2010-05-10,10351.88965,9059.19079,694200.0,0.13484
2010-05-11,10008.58984,10056.69038,372000.0,-0.03373
2010-05-12,10089.79004,9927.89078,296200.0,0.00808
2010-05-13,9977.49023,10222.48999,230200.0,-0.01119
2010-05-14,9314.69043,9891.08924,397400.0,-0.06874
2010-05-17,9286.08984,9224.2901,292000.0,-0.00308
2010-05-18,9627.58984,9480.89077,280400.0,0.03612
2010-05-19,9376.49023,9430.28998,292600.0,-0.02643
2010-05-20,9270.49023,9471.69022,323400.0,-0.01137
2010-05-21,9407.29004,9288.49036,468400.0,0.01465
2010-05-24,9287.89063,9514.7898,184400.0,-0.01277
2010-05-25,9004.3916,8969.89164,342200.0,-0.031
2010-05-26,9042.59082,9155.9911,329200.0,0.00423
2010-05-27,9334.89063,9129.49045,351400.0,0.03181
2010-05-28,9425.49023,9452.08982,237600.0,0.00966
2010-05-31,9359.39063,9346.08986,114200.0,-0.00704
2010-06-01,9299.69043,9282.19045,241600.0,-0.0064
2010-06-02,9267.99023,9212.0899,229400.0,-0.00341
2010-06-03,9276.19043,9469.69023,209200.0,0.00088
2010-06-04,8923.3916,9289.59046,324000.0,-0.03877
2010-06-07,8795.29102,8825.19138,244800.0,-0.01446
2010-06-08,8669.79102,8880.39139,263200.0,-0.01437
2010-06-09,8868.69141,8725.89174,273000.0,0.02268
2010-06-10,9198.19043,8807.79045,291800.0,0.03648
2010-06-11,9561.69043,9275.99053,422400.0,0.03876
2010-06-14,9583.99023,9661.99015,265800.0,0.00233
2010-06-15,9741.99023,9475.79031,257000.0,0.01635
2010-06-16,9683.29004,9803.8905,250800.0,-0.00604
2010-06-17,9755.08984,9670.99032,239400.0,0.00739
2010-06-18,9971.79004,9774.79023,398800.0,0.02197
2010-06-21,10071.89063,10127.69038,204000.0,0.00999
2010-06-22,10016.08984,10020.69043,225600.0,-0.00556
2010-06-23,9885.99023,9896.58983,186400.0,-0.01307
2010-06-24,9586.49023,9953.69006,221800.0,-0.03076
2010-06-25,9534.99023,9576.39058,229400.0,-0.00539
2010-06-28,9688.49023,9612.3907,186800.0,0.01597
2010-06-29,9160.39063,9525.39024,247600.0,-0.05605
2010-06-30,9263.39063,9212.0899,280000.0,0.01118
2010-07-01,9178.19043,9041.69057,277600.0,-0.00924
2010-07-02,9250.79004,9227.99026,209600.0,0.00788
2010-07-05,9281.49023,9247.29008,153600.0,0.00331
2010-07-06,9614.99023,9355.9905,222600.0,0.0353
2010-07-07,9987.39063,9529.79049,345200.0,0.038
2010-07-08,10080.49023,10067.89064,321000.0,0.00928
2010-07-09,10127.28906,10165.38961,204200.0,0.00463
2010-07-12,10058.19043,10145.39054,153800.0,-0.00685
2010-07-13,10259.48926,10084.58905,181600.0,0.01982
2010-07-14,10278.48926,10309.58883,183800.0,0.00185
2010-07-15,10160.18945,10232.68938,249600.0,-0.01158
2010-07-16,9991.69043,10196.19023,206800.0,-0.01672
2010-07-19,9929.79004,9961.29001,154000.0,-0.00621
2010-07-20,10061.29004,10036.19045,192400.0,0.01316
2010-07-21,10040.79004,10129.08976,185000.0,-0.00204
2010-07-22,10302.88965,9974.38999,203200.0,0.02577
2010-07-23,10388.18945,10257.48939,279600.0,0.00825
2010-07-26,10506.68945,10476.68948,174600.0,0.01134
2010-07-27,10644.98926,10544.78916,257400.0,0.01308
2010-07-28,10643.88965,10712.38958,196600.0,-0.0001
2010-07-29,10659.48926,10677.98924,217400.0,0.00146
2010-07-30,10499.78906,10607.78895,214600.0,-0.0151
2010-08-02,10835.38965,10535.38995,219400.0,0.03146
2010-08-03,10871.38965,10781.88974,183000.0,0.00332
2010-08-04,10843.28906,10865.38963,150800.0,-0.00259
2010-08-05,10839.98926,10868.38962,150200.0,-0.0003
2010-08-06,10651.08887,10886.18922,166800.0,-0.01758
2010-08-09,10812.58887,10802.78907,106400.0,0.01505
2010-08-10,10718.48926,10757.28902,117600.0,-0.00874
2010-08-11,10374.78906,10631.88938,208200.0,-0.03259
2010-08-12,10342.38965,10334.98927,173600.0,-0.00313
2010-08-13,10275.78906,10438.38948,165400.0,-0.00646
2010-08-16,10258.28906,10284.48923,119600.0,-0.0017
2010-08-17,10369.48926,10283.68954,138800.0,0.01078
2010-08-18,10390.98926,10322.78913,107400.0,0.00207
2010-08-19,10237.98926,10440.98904,175800.0,-0.01483
2010-08-20,10094.29004,10220.8905,154400.0,-0.01414
2010-08-23,10221.18945,10117.08898,119938000.0,0.01249
2010-08-24,10052.29004,10129.49016,157979000.0,-0.01666
2010-08-25,9893.99023,10034.69029,186301000.0,-0.01587
2010-08-26,10004.39063,9992.79005,138039000.0,0.0111
2010-08-27,10148.18945,9951.28927,148166000.0,0.01427
2010-08-30,10135.98926,10201.48919,74499000.0,-0.0012
2010-08-31,10186.98926,9980.88987,181126000.0,0.00502
2010-09-01,10544.78906,10232.68977,200281000.0,0.03452
2010-09-02,10537.58887,10513.88967,148750000.0,-0.00068
2010-09-03,10599.38965,10556.88969,180728000.0,0.00585
2010-09-06,10622.68945,10678.78901,79130000.0,0.0022
2010-09-07,10479.08887,10579.18935,145891000.0,-0.01361
2010-09-08,10586.18945,10449.08901,147374000.0,0.01017
2010-09-09,10712.88965,10547.28923,186434000.0,0.0119
2010-09-10,10689.58887,10642.6895,140766000.0,-0.00218
2010-09-13,10765.18945,10775.68944,154164000.0,0.00705
2010-09-14,10806.58887,10759.88969,161443000.0,0.00384
2010-09-15,10751.78906,10845.98916,146178000.0,-0.00508
2010-09-16,10716.78906,10741.78904,133924000.0,-0.00326
2010-09-17,10588.58887,10799.58865,313047000.0,-0.01203
2010-09-20,10743.08887,10622.08899,173247000.0,0.01449
2010-09-21,10762.48926,10718.1895,213903000.0,0.0018
2010-09-22,10555.18945,10803.8894,220396000.0,-0.01945
2010-09-23,10501.48926,10652.78891,229657000.0,-0.0051
2010-09-24,10727.58887,10456.88992,234779000.0,0.0213
2010-09-27,10612.98926,10731.98914,147302000.0,-0.01074
2010-09-28,10590.68945,10570.88967,207880000.0,-0.0021
2010-09-29,10486.78906,10610.38952,175515000.0,-0.00986
2010-09-30,10514.48926,10407.38976,233735000.0,0.00264
2010-10-01,10450.08887,10520.0888,227229000.0,-0.00614
2010-10-04,10382.98926,10449.18938,186749000.0,-0.00644
2010-10-05,10651.18945,10404.48951,205515000.0,0.0255
2010-10-06,10700.18945,10724.58884,225497000.0,0.00459
2010-10-07,10740.28906,10701.38969,177982000.0,0.00374
2010-10-08,10720.78906,10705.88966,156847000.0,-0.00182
2010-10-11,10700.78906,10723.78904,145726000.0,-0.00187
2010-10-12,10648.18945,10637.88966,157526000.0,-0.00493
2010-10-13,10866.08887,10680.18964,223613000.0,0.02026
2010-10-14,10849.68945,10898.78901,214966000.0,-0.00151
2010-10-15,10868.18945,10865.98926,228686000.0,0.0017
2010-10-18,10897.68945,10820.08894,165844000.0,0.00271
2010-10-19,10895.28906,10883.68946,269322000.0,-0.00022
2010-10-20,10896.88965,10841.08892,172940000.0,0.00015
2010-10-21,10892.28906,10830.18951,233268000.0,-0.00042
2010-10-22,10924.78906,10860.58893,133642000.0,0.00298
2010-10-25,10870.28906,10985.98914,149932000.0,-0.005
2010-10-26,10797.78906,10824.98923,172823000.0,-0.00669
2010-10-27,10700.08887,10747.3896,222956000.0,-0.00909
2010-10-28,10753.48926,10715.68949,238585000.0,0.00498
2010-10-29,10812.88965,10735.28914,201939000.0,0.00551
2010-11-01,10649.48926,10901.78881,193508000.0,-0.01523
2010-11-02,10762.08887,10562.18965,284248000.0,0.01052
2010-11-03,10569.48926,10788.48904,239127000.0,-0.01806
2010-11-04,10602.78906,10698.38955,313369000.0,0.00315
2010-11-05,10428.08887,10657.48902,324960000.0,-0.01661
2010-11-08,10291.78906,10334.98921,230096000.0,-0.01316
2010-11-09,10409.78906,10254.38981,216064000.0,0.0114
2010-11-10,10235.38965,10379.58872,260498000.0,-0.0169
2010-11-11,10149.48926,10224.48918,286054000.0,-0.00843
2010-11-12,10226.78906,9980.38991,334717000.0,0.00759
