Date,Close,Open,Volume,Daily_Return_Pct
2010-11-15,10349.68945,10165.48945,184836000.0,0.01195
2010-11-16,10095.39063,10264.89046,209493000.0,-0.02488
2010-11-17,10189.28906,10085.58898,179678000.0,0.00926
2010-11-18,10325.28906,10250.28914,232811000.0,0.01326
2010-11-19,10271.68945,10326.6894,333406000.0,-0.0052
2010-11-22,9996.39063,10388.78966,270912000.0,-0.02717
2010-11-23,9691.79004,9943.28979,353051000.0,-0.03094
2010-11-24,9742.58984,9706.89066,284383000.0,0.00523
2010-11-25,9721.79004,9790.89056,214012000.0,-0.00214
2010-11-26,9547.19043,9649.39052,338450000.0,-0.01812
2010-11-29,9324.69043,9586.98996,356379000.0,-0.02358
2010-11-30,9267.19043,9362.19033,387037000.0,-0.00619
2010-12-01,9678.39063,9344.19077,382574000.0,0.04342
2010-12-02,9947.58984,9788.39078,449858000.0,0.02743
2010-12-03,10014.79004,9915.49033,281357000.0,0.00673
2010-12-06,9889.89063,10015.8905,169558000.0,-0.01255
2010-12-07,9924.69043,9883.99027,254821000.0,0.00351
2010-12-08,10078.39063,9865.69064,196241000.0,0.01537
2010-12-09,10185.48926,10167.68947,241240000.0,0.01057
2010-12-10,10121.88965,10224.58876,190485000.0,-0.00626
2010-12-13,10151.18945,10165.78905,166397000.0,0.00289
2010-12-14,10162.68945,10164.58887,184160000.0,0.00113
2010-12-15,10009.79004,10072.49017,227045000.0,-0.01516
2010-12-16,10010.29004,9993.58986,192704000.0,0.00005
2010-12-17,9898.08984,10056.99008,379742000.0,-0.01127
2010-12-20,9996.08984,9915.58992,246700000.0,0.00985
2010-12-21,10203.38965,10070.88979,187802000.0,0.02053
2010-12-22,10183.48926,10214.78903,156057000.0,-0.00195
2010-12-23,10106.89063,10202.28995,121337000.0,-0.00755
2010-12-27,9898.99023,10077.58967,131680000.0,-0.02078
2010-12-28,9903.49023,9916.79003,83585000.0,0.00045
2010-12-29,9981.49023,9933.58989,95653000.0,0.00785
2010-12-30,9859.08984,9985.08972,155838000.0,-0.01234
2011-01-03,9888.29004,9899.39061,135778000.0,0.00296
2011-01-04,9888.39063,9895.49023,194824000.0,0.00001
2011-01-05,9801.39063,9877.49016,241101000.0,-0.00884
2011-01-06,9702.69043,9803.19033,179999000.0,-0.01012
2011-01-07,9560.69043,9682.3905,268083000.0,-0.01474
2011-01-10,9437.79004,9488.28999,271713000.0,-0.01294
2011-01-11,9582.08984,9467.39074,270518000.0,0.01517
2011-01-12,10101.19043,9606.3911,415429000.0,0.05276
2011-01-13,10370.78906,10105.78934,484937000.0,0.02634
2011-01-14,10385.08887,10337.78911,292458000.0,0.00138
2011-01-17,10279.98926,10328.28901,207148000.0,-0.01017
2011-01-18,10583.38965,10314.18973,320746000.0,0.02909
2011-01-19,10556.48926,10596.68941,294236000.0,-0.00254
2011-01-20,10636.88965,10542.58896,365740000.0,0.00759
2011-01-21,10829.08887,10663.38981,441528000.0,0.01791
2011-01-24,10815.38965,10852.18942,235973000.0,-0.00127
2011-01-25,10664.38965,10840.78888,294500000.0,-0.01406
2011-01-26,10670.68945,10714.98921,229377000.0,0.00059
2011-01-27,10828.68945,10644.18964,297157000.0,0.0147
2011-01-28,10746.98926,10821.98918,341939000.0,-0.00757
2011-01-31,10805.98926,10738.18952,266180000.0,0.00547
2011-02-01,10967.88965,10886.18953,283883000.0,0.01487
2011-02-02,11010.18945,11004.18946,246889000.0,0.00385
2011-02-03,10860.68945,10979.58875,362088000.0,-0.01367
2011-02-04,10854.68945,10875.28904,228777000.0,-0.00055
2011-02-07,10922.58887,10854.28913,279793000.0,0.00624
2011-02-08,10965.08887,10921.58891,196967000.0,0.00388
2011-02-09,10935.58887,10950.58885,202681000.0,-0.00269
2011-02-10,10791.88965,10877.78898,276284000.0,-0.01323
2011-02-11,10803.58887,10771.68948,177823000.0,0.00108
2011-02-14,10774.68945,10847.58879,187491000.0,-0.00268
2011-02-15,10826.18945,10753.28913,180920000.0,0.00477
2011-02-16,11047.78906,10851.98945,323647000.0,0.02026
2011-02-17,11112.98828,11056.18854,245438000.0,0.00588
2011-02-18,11068.08887,11137.5888,325457000.0,-0.00405
2011-02-21,10810.48926,11049.28883,212236000.0,-0.02355
2011-02-22,10701.88965,10720.18943,260887000.0,-0.0101
2011-02-23,10633.38965,10705.18938,217729000.0,-0.00642
2011-02-24,10647.58887,10563.18954,217940000.0,0.00133
2011-02-25,10822.68945,10702.98938,233462000.0,0.01631
2011-02-28,10850.78906,10829.88967,216216000.0,0.00259
2011-03-01,10761.88965,10898.78893,256468000.0,-0.00823
2011-03-02,10643.78906,10681.98922,233014000.0,-0.01103
2011-03-03,10566.88965,10682.88953,262825000.0,-0.00725
2011-03-04,10498.68945,10595.98916,221762000.0,-0.00648
2011-03-07,10495.68945,10478.08889,257321000.0,-0.00029
2011-03-08,10568.68945,10529.38969,198314000.0,0.00693
2011-03-09,10559.48926,10594.48922,411425000.0,-0.00087
2011-03-10,10435.58887,10444.88964,243919000.0,-0.0118
2011-03-11,10398.38965,10346.18951,256479000.0,-0.00357
2011-03-14,10415.88965,10386.18948,505812000.0,0.00168
2011-03-15,10329.68945,10250.18954,471079000.0,-0.00831
2011-03-16,10092.58984,10372.19016,358245000.0,-0.02322
2011-03-17,10325.58887,10183.6896,0.0,0.02282
2011-03-18,10328.38965,10382.78901,370068000.0,0.00027
2011-03-21,10574.38965,10473.68956,223977000.0,0.02354
2011-03-22,10576.08887,10584.78905,269854000.0,0.00016
2011-03-23,10637.98926,10548.38974,246215000.0,0.00584
2011-03-24,10755.58887,10545.28927,246475000.0,0.01099
2011-03-25,10710.38965,10776.0888,171675000.0,-0.00421
2011-03-28,10750.98926,10721.68948,149945000.0,0.00378
2011-03-29,10734.98926,10759.98923,198381000.0,-0.00149
2011-03-30,10732.28906,10816.88956,201587000.0,-0.00025
2011-03-31,10576.48926,10755.78888,247985000.0,-0.01462
2011-04-01,10729.88965,10657.18953,212310000.0,0.0144
2011-04-04,10756.08887,10710.1895,172979000.0,0.00244
2011-04-05,10678.58887,10742.289,222697000.0,-0.00723
2011-04-06,10845.08887,10686.38981,241416000.0,0.01547
2011-04-07,10849.08887,10836.78907,274742000.0,0.00037
2011-04-08,10913.18945,10916.58886,184078000.0,0.00589
2011-04-11,10878.28906,10896.18944,156876000.0,-0.0032
2011-04-12,10784.48926,10812.48923,219734000.0,-0.00866
2011-04-13,10785.98926,10814.58884,219983000.0,0.00014
2011-04-14,10622.68945,10747.78894,261200000.0,-0.01526
2011-04-15,10558.58887,10647.18936,325846000.0,-0.00605
2011-04-18,10344.88965,10574.78882,349381000.0,-0.02045
2011-04-19,10376.48926,10355.58889,209775000.0,0.00305
2011-04-20,10535.38965,10461.38972,240176000.0,0.0152
2011-04-21,10584.08887,10603.78904,176355000.0,0.00461
2011-04-26,10650.58887,10574.88972,169712000.0,0.00626
2011-04-27,10740.88965,10673.08893,194417000.0,0.00844
2011-04-28,10867.78906,10809.88971,182170000.0,0.01175
2011-04-29,10878.88965,10889.28905,140332000.0,0.00102
2011-05-02,10877.28906,10917.38961,139444000.0,-0.00015
2011-05-03,10825.58887,10864.98922,184413000.0,-0.00476
2011-05-04,10712.58887,10812.78896,198034000.0,-0.01049
2011-05-05,10627.28906,10749.28894,215316000.0,-0.00799
2011-05-06,10610.48926,10544.48932,258553000.0,-0.00158
2011-05-09,10396.28906,10546.88949,227390000.0,-0.02039
2011-05-10,10474.38965,10401.48933,222694000.0,0.00748
2011-05-11,10531.48926,10527.48926,154751000.0,0.00544
2011-05-12,10487.58887,10459.68948,187824000.0,-0.00418
2011-05-13,10356.48926,10512.08871,229668000.0,-0.01258
2011-05-16,10363.88965,10280.18954,166999000.0,0.00071
2011-05-17,10306.38965,10366.5888,177689000.0,-0.00556
2011-05-18,10343.68945,10381.28902,181075000.0,0.00361
2011-05-19,10376.78906,10378.48926,189011000.0,0.00319
2011-05-20,10226.58887,10389.28889,281705000.0,-0.01458
2011-05-23,10082.69043,10110.49021,220742000.0,-0.01417
2011-05-24,10115.89063,10076.79008,182084000.0,0.00329
2011-05-25,10217.38965,10054.18962,212616000.0,0.00998
2011-05-26,10203.18945,10252.1894,215045000.0,-0.00139
2011-05-27,10261.18945,10289.68942,179685000.0,0.00567
2011-05-30,10257.58887,10239.18947,78572000.0,-0.00035
2011-05-31,10475.98926,10326.28922,257020000.0,0.02107
2011-06-01,10339.28906,10505.98908,202365000.0,-0.01313
2011-06-02,10260.98926,10254.08887,154967000.0,-0.0076
2011-06-03,10285.68945,10287.28906,188748000.0,0.0024
2011-06-06,10157.68945,10278.68933,150677000.0,-0.01252
2011-06-07,10168.08887,10161.98926,145107000.0,0.00102
2011-06-08,10082.49023,10137.89057,162621000.0,-0.00845
2011-06-09,10121.68945,10079.1895,163515000.0,0.00388
2011-06-10,9950.79004,10103.49008,187982000.0,-0.01703
2011-06-13,9946.19043,9958.19042,120643000.0,-0.00046
2011-06-14,10132.58887,9991.8898,180570000.0,0.01857
2011-06-15,9933.08984,10118.08966,224518000.0,-0.01989
2011-06-16,9918.49023,9880.08988,243908000.0,-0.00147
2011-06-17,10135.18945,9862.08916,513625000.0,0.02161
2011-06-20,10038.08984,10029.79005,207430000.0,-0.00963
2011-06-21,10231.88965,10078.48942,222132000.0,0.01912
2011-06-22,10226.18945,10240.78905,166037000.0,-0.00056
2011-06-23,9942.58984,10170.69021,256048000.0,-0.02812
2011-06-24,9812.69043,10054.5896,262013000.0,-0.01315
2011-06-27,9872.19043,9791.08992,162572000.0,0.00605
2011-06-28,9936.69043,9898.58988,214092000.0,0.00651
2011-06-29,10143.58887,10001.48941,235843000.0,0.02061
2011-06-30,10359.88965,10205.18961,241843000.0,0.0211
2011-07-01,10491.98926,10359.38978,265148000.0,0.01267
2011-07-04,10467.98926,10524.1894,121604000.0,-0.00229
2011-07-05,10330.08887,10442.78895,178936000.0,-0.01326
2011-07-06,10204.48926,10286.68937,247531000.0,-0.01223
2011-07-07,10196.18945,10234.28902,226504000.0,-0.00081
2011-07-08,9938.19043,10232.28975,334061000.0,-0.02563
2011-07-11,9670.58984,9867.39043,338073000.0,-0.0273
2011-07-12,9603.39063,9553.79009,449762000.0,-0.00697
2011-07-13,9666.89063,9520.39077,293129000.0,0.00659
2011-07-14,9598.58984,9563.49027,205287000.0,-0.00709
2011-07-15,9484.19043,9553.39055,287267000.0,-0.01199
2011-07-18,9347.79004,9443.78994,235905000.0,-0.01449
2011-07-19,9443.79004,9395.49028,218847000.0,0.01022
2011-07-20,9732.79004,9546.59003,293575000.0,0.03014
2011-07-21,10017.58984,9803.09005,369237000.0,0.02884
2011-07-22,10059.29004,10099.29,377171000.0,0.00415
2011-07-25,9866.19043,10005.19029,211892000.0,-0.01938
2011-07-26,9833.39063,9897.78998,201925000.0,-0.00333
2011-07-27,9643.29004,9762.19031,238022000.0,-0.01952
2011-07-28,9656.99023,9544.29015,247610000.0,0.00142
2011-07-29,9630.69043,9540.29013,254006000.0,-0.00273
2011-08-01,9318.19043,9712.98982,290079000.0,-0.03299
2011-08-02,9114.8916,9236.0907,387974000.0,-0.02206
2011-08-03,9037.69141,9033.69141,306543000.0,-0.00851
2011-08-04,8686.49121,9217.69087,385372000.0,-0.03963
2011-08-05,8671.19141,8479.3918,467593000.0,-0.00176
2011-08-08,8459.3916,8727.59054,428022000.0,-0.02473
2011-08-09,8428.8916,8530.09071,466340000.0,-0.00361
2011-08-10,7965.9917,8637.59061,449668000.0,-0.05648
2011-08-11,8249.3916,8207.09087,518475000.0,0.03496
2011-08-12,8647.29102,8302.69176,307890000.0,0.04711
2011-08-15,8708.99121,8727.49119,125248000.0,0.00711
2011-08-16,8674.29102,8664.79103,183972000.0,-0.00399
2011-08-17,8728.19141,8636.29111,166738000.0,0.00619
2011-08-18,8317.69141,8612.4909,255857000.0,-0.04817
2011-08-19,8141.8916,8288.99155,328676000.0,-0.02136
2011-08-22,8293.8916,8090.69162,169798000.0,0.0185
2011-08-23,8279.79102,8386.69129,173694000.0,-0.0017
2011-08-24,8369.09082,8340.69144,136005000.0,0.01073
2011-08-25,8299.09082,8474.29083,149803000.0,-0.0084
2011-08-26,8185.4917,8330.29136,161053000.0,-0.01378
2011-08-29,8394.99121,8318.7911,95897000.0,0.02527
2011-08-30,8444.79102,8463.19139,151261000.0,0.00591
2011-08-31,8718.59082,8498.79124,197599000.0,0.03191
2011-09-01,8761.09082,8747.99122,171201000.0,0.00486
2011-09-02,8463.49121,8653.09062,168596000.0,-0.03456
2011-09-05,8066.4917,8302.19165,193160000.0,-0.04804
2011-09-06,7936.39209,8022.1923,256231000.0,-0.01626
2011-09-07,8156.5918,8134.39162,194621000.0,0.02737
2011-09-08,8277.79102,8165.29114,173917000.0,0.01475
2011-09-09,7910.19238,8225.39227,206216000.0,-0.04542
2011-09-12,7640.69238,7762.69226,303337000.0,-0.03466
2011-09-13,7834.19238,7780.79205,264721000.0,0.02501
2011-09-14,8045.69189,7749.492,267632000.0,0.02664
2011-09-15,8337.8916,8134.29123,259608000.0,0.03567
2011-09-16,8388.3916,8444.39154,412179000.0,0.00604
2011-09-19,8222.69141,8177.69145,161604000.0,-0.01995
2011-09-20,8362.19141,8173.39131,165457000.0,0.01682
2011-09-21,8210.29102,8378.79084,176487000.0,-0.01833
2011-09-22,7830.79199,8011.09211,295675000.0,-0.04732
2011-09-23,7996.8916,7945.79156,272080000.0,0.02099
2011-09-26,8201.69141,7846.39149,259222000.0,0.02529
2011-09-27,8531.8916,8380.69156,278759000.0,0.03947
2011-09-28,8480.19141,8409.09089,212410000.0,-0.00608
2011-09-29,8592.49121,8424.49138,230920000.0,0.01316
2011-09-30,8546.59082,8555.1914,191595000.0,-0.00536
2011-10-03,8353.79102,8346.59083,178801000.0,-0.02282
2011-10-04,8225.3916,8267.79097,268613000.0,-0.01549
2011-10-05,8477.29102,8404.19148,228970000.0,0.03017
2011-10-06,8704.79102,8510.3918,275941000.0,0.02648
2011-10-07,8798.3916,8728.79109,226775000.0,0.0107
2011-10-10,8892.3916,8847.99125,193051000.0,0.01063
2011-10-11,8845.49121,8858.791,191610000.0,-0.00529
2011-10-12,9026.49121,8784.79125,227639000.0,0.02026
2011-10-13,8943.49121,8996.19135,227865000.0,-0.00924
2011-10-14,8975.49121,8953.29104,178735000.0,0.00357
2011-10-17,8864.29102,9032.49104,177398000.0,-0.01247
2011-10-18,8811.29102,8782.79104,165342000.0,-0.006
2011-10-19,8849.49121,8881.09079,189561000.0,0.00433
2011-10-20,8608.19141,8740.09069,236393000.0,-0.02765
