fecha,indicador,indicador_codigo,valor,unidad,geografia,fuente
2012-08-14,IBEX 35,IBEX35,7124.7925,Puntos,España,Yahoo Finance
2012-08-14,Precio Oro USD,XAU_USD,1599.4,USD/oz,Global,Yahoo Finance
2012-08-14,Tipo Cambio EUR/USD,EURUSD,1.2327,USD/EUR,Global,Yahoo Finance
2012-08-14,Precio Oro EUR,XAU_EUR,1297.4333,EUR/oz,Global,Yahoo Finance
2012-08-15,Precio Oro EUR,XAU_EUR,1301.0817,EUR/oz,Global,Yahoo Finance
2012-08-15,Tipo Cambio EUR/USD,EURUSD,1.2326,USD/EUR,Global,Yahoo Finance
2012-08-15,IBEX 35,IBEX35,7128.8926,Puntos,España,Yahoo Finance
2012-08-15,Precio Oro USD,XAU_USD,1603.7,USD/oz,Global,Yahoo Finance
2012-08-16,Precio Oro USD,XAU_USD,1616.1,USD/oz,Global,Yahoo Finance
2012-08-16,IBEX 35,IBEX35,7417.2925,Puntos,España,Yahoo Finance
2012-08-16,Precio Oro EUR,XAU_EUR,1315.0206,EUR/oz,Global,Yahoo Finance
2012-08-16,Tipo Cambio EUR/USD,EURUSD,1.229,USD/EUR,Global,Yahoo Finance
2012-08-17,Tipo Cambio EUR/USD,EURUSD,1.2358,USD/EUR,Global,Yahoo Finance
2012-08-17,Precio Oro EUR,XAU_EUR,1307.91,EUR/oz,Global,Yahoo Finance
2012-08-17,Precio Oro USD,XAU_USD,1616.3001,USD/oz,Global,Yahoo Finance
2012-08-17,IBEX 35,IBEX35,7560.9922,Puntos,España,Yahoo Finance
2012-08-20,IBEX 35,IBEX35,7469.5923,Puntos,España,Yahoo Finance
2012-08-20,Precio Oro USD,XAU_USD,1620.1,USD/oz,Global,Yahoo Finance
2012-08-20,Tipo Cambio EUR/USD,EURUSD,1.2333,USD/EUR,Global,Yahoo Finance
2012-08-20,Precio Oro EUR,XAU_EUR,1313.6742,EUR/oz,Global,Yahoo Finance
2012-08-21,Precio Oro EUR,XAU_EUR,1327.4991,EUR/oz,Global,Yahoo Finance
2012-08-21,Tipo Cambio EUR/USD,EURUSD,1.2353,USD/EUR,Global,Yahoo Finance
2012-08-21,IBEX 35,IBEX35,7544.4922,Puntos,España,Yahoo Finance
2012-08-21,Precio Oro USD,XAU_USD,1639.9,USD/oz,Global,Yahoo Finance
2012-08-22,Precio Oro USD,XAU_USD,1637.4,USD/oz,Global,Yahoo Finance
2012-08-22,IBEX 35,IBEX35,7340.6929,Puntos,España,Yahoo Finance
2012-08-22,Precio Oro EUR,XAU_EUR,1312.3761,EUR/oz,Global,Yahoo Finance
2012-08-22,Tipo Cambio EUR/USD,EURUSD,1.2477,USD/EUR,Global,Yahoo Finance
2012-08-23,Tipo Cambio EUR/USD,EURUSD,1.2535,USD/EUR,Global,Yahoo Finance
2012-08-23,Precio Oro EUR,XAU_EUR,1332.0069,EUR/oz,Global,Yahoo Finance
2012-08-23,Precio Oro USD,XAU_USD,1669.6,USD/oz,Global,Yahoo Finance
2012-08-23,IBEX 35,IBEX35,7282.8926,Puntos,España,Yahoo Finance
2012-08-24,IBEX 35,IBEX35,7310.2925,Puntos,España,Yahoo Finance
2012-08-24,Precio Oro USD,XAU_USD,1669.8001,USD/oz,Global,Yahoo Finance
2012-08-24,Tipo Cambio EUR/USD,EURUSD,1.2561,USD/EUR,Global,Yahoo Finance
2012-08-24,Precio Oro EUR,XAU_EUR,1329.3279,EUR/oz,Global,Yahoo Finance
2012-08-27,Precio Oro EUR,XAU_EUR,1337.4518,EUR/oz,Global,Yahoo Finance
2012-08-27,Tipo Cambio EUR/USD,EURUSD,1.2504,USD/EUR,Global,Yahoo Finance
2012-08-27,IBEX 35,IBEX35,7398.8926,Puntos,España,Yahoo Finance
2012-08-27,Precio Oro USD,XAU_USD,1672.4,USD/oz,Global,Yahoo Finance
2012-08-28,Precio Oro USD,XAU_USD,1666.5,USD/oz,Global,Yahoo Finance
2012-08-28,IBEX 35,IBEX35,7333.4927,Puntos,España,Yahoo Finance
2012-08-28,Precio Oro EUR,XAU_EUR,1333.0333,EUR/oz,Global,Yahoo Finance
2012-08-28,Tipo Cambio EUR/USD,EURUSD,1.2502,USD/EUR,Global,Yahoo Finance
2012-08-29,Tipo Cambio EUR/USD,EURUSD,1.2572,USD/EUR,Global,Yahoo Finance
2012-08-29,Precio Oro EUR,XAU_EUR,1320.2051,EUR/oz,Global,Yahoo Finance
2012-08-29,Precio Oro USD,XAU_USD,1659.8001,USD/oz,Global,Yahoo Finance
2012-08-29,IBEX 35,IBEX35,7305.9927,Puntos,España,Yahoo Finance
2012-08-30,IBEX 35,IBEX35,7194.9927,Puntos,España,Yahoo Finance
2012-08-30,Precio Oro USD,XAU_USD,1653.5,USD/oz,Global,Yahoo Finance
2012-08-30,Tipo Cambio EUR/USD,EURUSD,1.2531,USD/EUR,Global,Yahoo Finance
2012-08-30,Precio Oro EUR,XAU_EUR,1319.493,EUR/oz,Global,Yahoo Finance
2012-08-31,Precio Oro EUR,XAU_EUR,1346.5008,EUR/oz,Global,Yahoo Finance
2012-08-31,Tipo Cambio EUR/USD,EURUSD,1.2511,USD/EUR,Global,Yahoo Finance
2012-08-31,IBEX 35,IBEX35,7420.4927,Puntos,España,Yahoo Finance
2012-08-31,Precio Oro USD,XAU_USD,1684.6,USD/oz,Global,Yahoo Finance
2012-09-03,IBEX 35,IBEX35,7434.1929,Puntos,España,Yahoo Finance
2012-09-03,Tipo Cambio EUR/USD,EURUSD,1.2577,USD/EUR,Global,Yahoo Finance
2012-09-04,IBEX 35,IBEX35,7488.1924,Puntos,España,Yahoo Finance
2012-09-04,Precio Oro EUR,XAU_EUR,1345.009,EUR/oz,Global,Yahoo Finance
2012-09-04,Precio Oro USD,XAU_USD,1692.9,USD/oz,Global,Yahoo Finance
2012-09-04,Tipo Cambio EUR/USD,EURUSD,1.2587,USD/EUR,Global,Yahoo Finance
2012-09-05,Precio Oro EUR,XAU_EUR,1348.9203,EUR/oz,Global,Yahoo Finance
2012-09-05,Tipo Cambio EUR/USD,EURUSD,1.2535,USD/EUR,Global,Yahoo Finance
2012-09-05,IBEX 35,IBEX35,7493.9922,Puntos,España,Yahoo Finance
2012-09-05,Precio Oro USD,XAU_USD,1690.8001,USD/oz,Global,Yahoo Finance
2012-09-06,Precio Oro USD,XAU_USD,1702.6,USD/oz,Global,Yahoo Finance
2012-09-06,Tipo Cambio EUR/USD,EURUSD,1.2602,USD/EUR,Global,Yahoo Finance
2012-09-06,Precio Oro EUR,XAU_EUR,1351.013,EUR/oz,Global,Yahoo Finance
2012-09-06,IBEX 35,IBEX35,7861.9922,Puntos,España,Yahoo Finance
2012-09-07,IBEX 35,IBEX35,7882.792,Puntos,España,Yahoo Finance
2012-09-07,Tipo Cambio EUR/USD,EURUSD,1.2633,USD/EUR,Global,Yahoo Finance
2012-09-07,Precio Oro USD,XAU_USD,1737.5,USD/oz,Global,Yahoo Finance
2012-09-07,Precio Oro EUR,XAU_EUR,1375.405,EUR/oz,Global,Yahoo Finance
2012-09-10,Precio Oro EUR,XAU_EUR,1350.9789,EUR/oz,Global,Yahoo Finance
2012-09-10,Tipo Cambio EUR/USD,EURUSD,1.2796,USD/EUR,Global,Yahoo Finance
2012-09-10,IBEX 35,IBEX35,7857.6924,Puntos,España,Yahoo Finance
2012-09-10,Precio Oro USD,XAU_USD,1728.7,USD/oz,Global,Yahoo Finance
2012-09-11,Precio Oro USD,XAU_USD,1731.8001,USD/oz,Global,Yahoo Finance
2012-09-11,Tipo Cambio EUR/USD,EURUSD,1.2762,USD/EUR,Global,Yahoo Finance
2012-09-11,Precio Oro EUR,XAU_EUR,1357.0385,EUR/oz,Global,Yahoo Finance
2012-09-11,IBEX 35,IBEX35,7930.3921,Puntos,España,Yahoo Finance
2012-09-12,IBEX 35,IBEX35,7992.0918,Puntos,España,Yahoo Finance
2012-09-12,Tipo Cambio EUR/USD,EURUSD,1.2852,USD/EUR,Global,Yahoo Finance
2012-09-12,Precio Oro USD,XAU_USD,1730.6,USD/oz,Global,Yahoo Finance
2012-09-12,Precio Oro EUR,XAU_EUR,1346.5798,EUR/oz,Global,Yahoo Finance
2012-09-13,Precio Oro EUR,XAU_EUR,1371.0524,EUR/oz,Global,Yahoo Finance
2012-09-13,Tipo Cambio EUR/USD,EURUSD,1.2903,USD/EUR,Global,Yahoo Finance
2012-09-13,IBEX 35,IBEX35,7935.8921,Puntos,España,Yahoo Finance
2012-09-13,Precio Oro USD,XAU_USD,1769.1,USD/oz,Global,Yahoo Finance
2012-09-14,Precio Oro USD,XAU_USD,1769.8001,USD/oz,Global,Yahoo Finance
2012-09-14,Tipo Cambio EUR/USD,EURUSD,1.2994,USD/EUR,Global,Yahoo Finance
2012-09-14,Precio Oro EUR,XAU_EUR,1362.038,EUR/oz,Global,Yahoo Finance
2012-09-14,IBEX 35,IBEX35,8154.4917,Puntos,España,Yahoo Finance
2012-09-17,IBEX 35,IBEX35,8147.9917,Puntos,España,Yahoo Finance
2012-09-17,Tipo Cambio EUR/USD,EURUSD,1.3117,USD/EUR,Global,Yahoo Finance
2012-09-17,Precio Oro USD,XAU_USD,1767.7,USD/oz,Global,Yahoo Finance
2012-09-17,Precio Oro EUR,XAU_EUR,1347.6943,EUR/oz,Global,Yahoo Finance
2012-09-18,Precio Oro EUR,XAU_EUR,1348.8825,EUR/oz,Global,Yahoo Finance
2012-09-18,Tipo Cambio EUR/USD,EURUSD,1.311,USD/EUR,Global,Yahoo Finance
2012-09-18,IBEX 35,IBEX35,8058.2915,Puntos,España,Yahoo Finance
2012-09-18,Precio Oro USD,XAU_USD,1768.4,USD/oz,Global,Yahoo Finance
2012-09-19,Precio Oro USD,XAU_USD,1769.0,USD/oz,Global,Yahoo Finance
2012-09-19,Tipo Cambio EUR/USD,EURUSD,1.3046,USD/EUR,Global,Yahoo Finance
2012-09-19,Precio Oro EUR,XAU_EUR,1355.9385,EUR/oz,Global,Yahoo Finance
2012-09-19,IBEX 35,IBEX35,8098.7915,Puntos,España,Yahoo Finance
2012-09-20,IBEX 35,IBEX35,8022.0918,Puntos,España,Yahoo Finance
2012-09-20,Tipo Cambio EUR/USD,EURUSD,1.3058,USD/EUR,Global,Yahoo Finance
2012-09-20,Precio Oro USD,XAU_USD,1767.7,USD/oz,Global,Yahoo Finance
2012-09-20,Precio Oro EUR,XAU_EUR,1353.7047,EUR/oz,Global,Yahoo Finance
2012-09-21,Precio Oro EUR,XAU_EUR,1368.5554,EUR/oz,Global,Yahoo Finance
2012-09-21,Tipo Cambio EUR/USD,EURUSD,1.2974,USD/EUR,Global,Yahoo Finance
2012-09-21,IBEX 35,IBEX35,8230.6914,Puntos,España,Yahoo Finance
2012-09-21,Precio Oro USD,XAU_USD,1775.5,USD/oz,Global,Yahoo Finance
2012-09-24,Precio Oro USD,XAU_USD,1762.1,USD/oz,Global,Yahoo Finance
2012-09-24,Tipo Cambio EUR/USD,EURUSD,1.2969,USD/EUR,Global,Yahoo Finance
2012-09-24,Precio Oro EUR,XAU_EUR,1358.7553,EUR/oz,Global,Yahoo Finance
2012-09-24,IBEX 35,IBEX35,8138.3916,Puntos,España,Yahoo Finance
2012-09-25,IBEX 35,IBEX35,8174.9917,Puntos,España,Yahoo Finance
2012-09-25,Tipo Cambio EUR/USD,EURUSD,1.2942,USD/EUR,Global,Yahoo Finance
2012-09-25,Precio Oro USD,XAU_USD,1763.8001,USD/oz,Global,Yahoo Finance
2012-09-25,Precio Oro EUR,XAU_EUR,1362.8883,EUR/oz,Global,Yahoo Finance
2012-09-26,Precio Oro EUR,XAU_EUR,1357.0476,EUR/oz,Global,Yahoo Finance
2012-09-26,Tipo Cambio EUR/USD,EURUSD,1.29,USD/EUR,Global,Yahoo Finance
2012-09-26,IBEX 35,IBEX35,7854.3921,Puntos,España,Yahoo Finance
2012-09-26,Precio Oro USD,XAU_USD,1750.6,USD/oz,Global,Yahoo Finance
2012-09-27,Precio Oro USD,XAU_USD,1777.6,USD/oz,Global,Yahoo Finance
2012-09-27,Tipo Cambio EUR/USD,EURUSD,1.2882,USD/EUR,Global,Yahoo Finance
2012-09-27,Precio Oro EUR,XAU_EUR,1379.9509,EUR/oz,Global,Yahoo Finance
2012-09-27,IBEX 35,IBEX35,7842.292,Puntos,España,Yahoo Finance
2012-09-28,IBEX 35,IBEX35,7708.4922,Puntos,España,Yahoo Finance
2012-09-28,Tipo Cambio EUR/USD,EURUSD,1.2913,USD/EUR,Global,Yahoo Finance
2012-09-28,Precio Oro USD,XAU_USD,1771.1,USD/oz,Global,Yahoo Finance
2012-09-28,Precio Oro EUR,XAU_EUR,1371.5398,EUR/oz,Global,Yahoo Finance
2012-10-01,Precio Oro EUR,XAU_EUR,1390.0364,EUR/oz,Global,Yahoo Finance
2012-10-01,Tipo Cambio EUR/USD,EURUSD,1.2809,USD/EUR,Global,Yahoo Finance
2012-10-01,IBEX 35,IBEX35,7784.0923,Puntos,España,Yahoo Finance
2012-10-01,Precio Oro USD,XAU_USD,1780.5,USD/oz,Global,Yahoo Finance
2012-10-02,Precio Oro USD,XAU_USD,1772.7,USD/oz,Global,Yahoo Finance
2012-10-02,Tipo Cambio EUR/USD,EURUSD,1.2888,USD/EUR,Global,Yahoo Finance
2012-10-02,Precio Oro EUR,XAU_EUR,1375.4379,EUR/oz,Global,Yahoo Finance
2012-10-02,IBEX 35,IBEX35,7867.0923,Puntos,España,Yahoo Finance
2012-10-03,IBEX 35,IBEX35,7826.6924,Puntos,España,Yahoo Finance
2012-10-03,Tipo Cambio EUR/USD,EURUSD,1.2917,USD/EUR,Global,Yahoo Finance
2012-10-03,Precio Oro USD,XAU_USD,1777.3001,USD/oz,Global,Yahoo Finance
2012-10-03,Precio Oro EUR,XAU_EUR,1375.9857,EUR/oz,Global,Yahoo Finance
2012-10-04,Precio Oro EUR,XAU_EUR,1388.2746,EUR/oz,Global,Yahoo Finance
2012-10-04,Tipo Cambio EUR/USD,EURUSD,1.2923,USD/EUR,Global,Yahoo Finance
2012-10-04,IBEX 35,IBEX35,7812.792,Puntos,España,Yahoo Finance
2012-10-04,Precio Oro USD,XAU_USD,1794.1,USD/oz,Global,Yahoo Finance
2012-10-05,Precio Oro USD,XAU_USD,1778.6,USD/oz,Global,Yahoo Finance
2012-10-05,Tipo Cambio EUR/USD,EURUSD,1.3017,USD/EUR,Global,Yahoo Finance
2012-10-05,Precio Oro EUR,XAU_EUR,1366.3205,EUR/oz,Global,Yahoo Finance
2012-10-05,IBEX 35,IBEX35,7954.3916,Puntos,España,Yahoo Finance
2012-10-08,IBEX 35,IBEX35,7890.9922,Puntos,España,Yahoo Finance
2012-10-08,Tipo Cambio EUR/USD,EURUSD,1.3016,USD/EUR,Global,Yahoo Finance
2012-10-08,Precio Oro USD,XAU_USD,1773.5,USD/oz,Global,Yahoo Finance
2012-10-08,Precio Oro EUR,XAU_EUR,1362.58,EUR/oz,Global,Yahoo Finance
2012-10-09,Precio Oro EUR,XAU_EUR,1358.5679,EUR/oz,Global,Yahoo Finance
2012-10-09,Tipo Cambio EUR/USD,EURUSD,1.2977,USD/EUR,Global,Yahoo Finance
2012-10-09,IBEX 35,IBEX35,7745.3921,Puntos,España,Yahoo Finance
2012-10-09,Precio Oro USD,XAU_USD,1763.0,USD/oz,Global,Yahoo Finance
2012-10-10,Precio Oro USD,XAU_USD,1763.2,USD/oz,Global,Yahoo Finance
2012-10-10,Tipo Cambio EUR/USD,EURUSD,1.2858,USD/EUR,Global,Yahoo Finance
2012-10-10,Precio Oro EUR,XAU_EUR,1371.2406,EUR/oz,Global,Yahoo Finance
2012-10-10,IBEX 35,IBEX35,7667.9922,Puntos,España,Yahoo Finance
2012-10-11,IBEX 35,IBEX35,7734.6924,Puntos,España,Yahoo Finance
2012-10-11,Tipo Cambio EUR/USD,EURUSD,1.2858,USD/EUR,Global,Yahoo Finance
2012-10-11,Precio Oro USD,XAU_USD,1768.8001,USD/oz,Global,Yahoo Finance
2012-10-11,Precio Oro EUR,XAU_EUR,1375.5958,EUR/oz,Global,Yahoo Finance
2012-10-12,Precio Oro EUR,XAU_EUR,1359.2855,EUR/oz,Global,Yahoo Finance
2012-10-12,Tipo Cambio EUR/USD,EURUSD,1.2933,USD/EUR,Global,Yahoo Finance
2012-10-12,IBEX 35,IBEX35,7652.3921,Puntos,España,Yahoo Finance
2012-10-12,Precio Oro USD,XAU_USD,1758.0,USD/oz,Global,Yahoo Finance
2012-10-15,Precio Oro USD,XAU_USD,1736.0,USD/oz,Global,Yahoo Finance
2012-10-15,Tipo Cambio EUR/USD,EURUSD,1.2943,USD/EUR,Global,Yahoo Finance
2012-10-15,Precio Oro EUR,XAU_EUR,1341.2336,EUR/oz,Global,Yahoo Finance
2012-10-15,IBEX 35,IBEX35,7678.4922,Puntos,España,Yahoo Finance
2012-10-16,IBEX 35,IBEX35,7940.1924,Puntos,España,Yahoo Finance
2012-10-16,Tipo Cambio EUR/USD,EURUSD,1.2969,USD/EUR,Global,Yahoo Finance
2012-10-16,Precio Oro USD,XAU_USD,1744.7,USD/oz,Global,Yahoo Finance
2012-10-16,Precio Oro EUR,XAU_EUR,1345.3381,EUR/oz,Global,Yahoo Finance
2012-10-17,Precio Oro EUR,XAU_EUR,1336.2193,EUR/oz,Global,Yahoo Finance
2012-10-17,Tipo Cambio EUR/USD,EURUSD,1.3108,USD/EUR,Global,Yahoo Finance
2012-10-17,IBEX 35,IBEX35,8128.1919,Puntos,España,Yahoo Finance
2012-10-17,Precio Oro USD,XAU_USD,1751.5,USD/oz,Global,Yahoo Finance
2012-10-18,Precio Oro USD,XAU_USD,1743.3001,USD/oz,Global,Yahoo Finance
2012-10-18,Tipo Cambio EUR/USD,EURUSD,1.3117,USD/EUR,Global,Yahoo Finance
2012-10-18,Precio Oro EUR,XAU_EUR,1329.0919,EUR/oz,Global,Yahoo Finance
2012-10-18,IBEX 35,IBEX35,8100.2915,Puntos,España,Yahoo Finance
2012-10-19,IBEX 35,IBEX35,7913.3921,Puntos,España,Yahoo Finance
2012-10-19,Tipo Cambio EUR/USD,EURUSD,1.3069,USD/EUR,Global,Yahoo Finance
2012-10-19,Precio Oro USD,XAU_USD,1722.8001,USD/oz,Global,Yahoo Finance
2012-10-19,Precio Oro EUR,XAU_EUR,1318.2178,EUR/oz,Global,Yahoo Finance
2012-10-22,Precio Oro EUR,XAU_EUR,1324.7043,EUR/oz,Global,Yahoo Finance
2012-10-22,Tipo Cambio EUR/USD,EURUSD,1.3023,USD/EUR,Global,Yahoo Finance
2012-10-22,IBEX 35,IBEX35,7877.0923,Puntos,España,Yahoo Finance
2012-10-22,Precio Oro USD,XAU_USD,1725.1,USD/oz,Global,Yahoo Finance
2012-10-23,Precio Oro USD,XAU_USD,1708.3001,USD/oz,Global,Yahoo Finance
2012-10-23,Tipo Cambio EUR/USD,EURUSD,1.307,USD/EUR,Global,Yahoo Finance
2012-10-23,Precio Oro EUR,XAU_EUR,1307.0204,EUR/oz,Global,Yahoo Finance
2012-10-23,IBEX 35,IBEX35,7747.6924,Puntos,España,Yahoo Finance
2012-10-24,IBEX 35,IBEX35,7791.4922,Puntos,España,Yahoo Finance
2012-10-24,Tipo Cambio EUR/USD,EURUSD,1.2974,USD/EUR,Global,Yahoo Finance
2012-10-24,Precio Oro USD,XAU_USD,1700.5,USD/oz,Global,Yahoo Finance
2012-10-24,Precio Oro EUR,XAU_EUR,1310.7454,EUR/oz,Global,Yahoo Finance
2012-10-25,Precio Oro EUR,XAU_EUR,1320.4656,EUR/oz,Global,Yahoo Finance
2012-10-25,Tipo Cambio EUR/USD,EURUSD,1.2965,USD/EUR,Global,Yahoo Finance
2012-10-25,IBEX 35,IBEX35,7779.1924,Puntos,España,Yahoo Finance
2012-10-25,Precio Oro USD,XAU_USD,1712.0,USD/oz,Global,Yahoo Finance
2012-10-26,Precio Oro USD,XAU_USD,1710.9,USD/oz,Global,Yahoo Finance
2012-10-26,Tipo Cambio EUR/USD,EURUSD,1.2938,USD/EUR,Global,Yahoo Finance
2012-10-26,Precio Oro EUR,XAU_EUR,1322.3546,EUR/oz,Global,Yahoo Finance
2012-10-26,IBEX 35,IBEX35,7775.5923,Puntos,España,Yahoo Finance
2012-10-29,IBEX 35,IBEX35,7728.5923,Puntos,España,Yahoo Finance
2012-10-29,Tipo Cambio EUR/USD,EURUSD,1.2924,USD/EUR,Global,Yahoo Finance
2012-10-30,Tipo Cambio EUR/USD,EURUSD,1.2908,USD/EUR,Global,Yahoo Finance
2012-10-30,IBEX 35,IBEX35,7833.8921,Puntos,España,Yahoo Finance
2012-10-31,IBEX 35,IBEX35,7842.8921,Puntos,España,Yahoo Finance
2012-10-31,Tipo Cambio EUR/USD,EURUSD,1.2963,USD/EUR,Global,Yahoo Finance
2012-10-31,Precio Oro USD,XAU_USD,1717.5,USD/oz,Global,Yahoo Finance
2012-10-31,Precio Oro EUR,XAU_EUR,1324.9653,EUR/oz,Global,Yahoo Finance
2012-11-01,Precio Oro EUR,XAU_EUR,1322.0853,EUR/oz,Global,Yahoo Finance
2012-11-01,Tipo Cambio EUR/USD,EURUSD,1.2965,USD/EUR,Global,Yahoo Finance
2012-11-01,IBEX 35,IBEX35,7886.3921,Puntos,España,Yahoo Finance
2012-11-01,Precio Oro USD,XAU_USD,1714.1,USD/oz,Global,Yahoo Finance
2012-11-02,Precio Oro USD,XAU_USD,1674.1,USD/oz,Global,Yahoo Finance
2012-11-02,Tipo Cambio EUR/USD,EURUSD,1.2948,USD/EUR,Global,Yahoo Finance
2012-11-02,Precio Oro EUR,XAU_EUR,1292.9074,EUR/oz,Global,Yahoo Finance
2012-11-02,IBEX 35,IBEX35,7968.8916,Puntos,España,Yahoo Finance
2012-11-05,IBEX 35,IBEX35,7818.5923,Puntos,España,Yahoo Finance
2012-11-05,Tipo Cambio EUR/USD,EURUSD,1.2828,USD/EUR,Global,Yahoo Finance
2012-11-05,Precio Oro USD,XAU_USD,1682.2,USD/oz,Global,Yahoo Finance
2012-11-05,Precio Oro EUR,XAU_EUR,1311.3589,EUR/oz,Global,Yahoo Finance
2012-11-06,Precio Oro EUR,XAU_EUR,1338.8834,EUR/oz,Global,Yahoo Finance
2012-11-06,Tipo Cambio EUR/USD,EURUSD,1.2803,USD/EUR,Global,Yahoo Finance
2012-11-06,IBEX 35,IBEX35,7837.5923,Puntos,España,Yahoo Finance
2012-11-06,Precio Oro USD,XAU_USD,1714.1,USD/oz,Global,Yahoo Finance
2012-11-07,Precio Oro USD,XAU_USD,1713.2,USD/oz,Global,Yahoo Finance
2012-11-07,Tipo Cambio EUR/USD,EURUSD,1.2808,USD/EUR,Global,Yahoo Finance
2012-11-07,Precio Oro EUR,XAU_EUR,1337.598,EUR/oz,Global,Yahoo Finance
2012-11-07,IBEX 35,IBEX35,7660.6924,Puntos,España,Yahoo Finance
2012-11-08,IBEX 35,IBEX35,7624.0923,Puntos,España,Yahoo Finance
2012-11-08,Tipo Cambio EUR/USD,EURUSD,1.276,USD/EUR,Global,Yahoo Finance
2012-11-08,Precio Oro USD,XAU_USD,1725.4,USD/oz,Global,Yahoo Finance
2012-11-08,Precio Oro EUR,XAU_EUR,1352.196,EUR/oz,Global,Yahoo Finance
2012-11-09,Precio Oro EUR,XAU_EUR,1357.5934,EUR/oz,Global,Yahoo Finance
2012-11-09,Tipo Cambio EUR/USD,EURUSD,1.2745,USD/EUR,Global,Yahoo Finance
2012-11-09,IBEX 35,IBEX35,7636.5923,Puntos,España,Yahoo Finance
2012-11-09,Precio Oro USD,XAU_USD,1730.3001,USD/oz,Global,Yahoo Finance
2012-11-12,Precio Oro USD,XAU_USD,1730.3001,USD/oz,Global,Yahoo Finance
2012-11-12,Tipo Cambio EUR/USD,EURUSD,1.2724,USD/EUR,Global,Yahoo Finance
2012-11-12,Precio Oro EUR,XAU_EUR,1359.8775,EUR/oz,Global,Yahoo Finance
2012-11-12,IBEX 35,IBEX35,7567.792,Puntos,España,Yahoo Finance
2012-11-13,IBEX 35,IBEX35,7693.3921,Puntos,España,Yahoo Finance
2012-11-13,Tipo Cambio EUR/USD,EURUSD,1.271,USD/EUR,Global,Yahoo Finance
2012-11-13,Precio Oro USD,XAU_USD,1724.2,USD/oz,Global,Yahoo Finance
2012-11-13,Precio Oro EUR,XAU_EUR,1356.6006,EUR/oz,Global,Yahoo Finance
2012-11-14,Precio Oro EUR,XAU_EUR,1360.7707,EUR/oz,Global,Yahoo Finance
2012-11-14,Tipo Cambio EUR/USD,EURUSD,1.271,USD/EUR,Global,Yahoo Finance
2012-11-14,IBEX 35,IBEX35,7672.9922,Puntos,España,Yahoo Finance
2012-11-14,Precio Oro USD,XAU_USD,1729.5,USD/oz,Global,Yahoo Finance
2012-11-15,Precio Oro USD,XAU_USD,1713.3001,USD/oz,Global,Yahoo Finance
2012-11-15,Tipo Cambio EUR/USD,EURUSD,1.2732,USD/EUR,Global,Yahoo Finance
2012-11-15,Precio Oro EUR,XAU_EUR,1345.6258,EUR/oz,Global,Yahoo Finance
2012-11-15,IBEX 35,IBEX35,7695.4922,Puntos,España,Yahoo Finance
2012-11-16,IBEX 35,IBEX35,7588.1924,Puntos,España,Yahoo Finance
2012-11-16,Tipo Cambio EUR/USD,EURUSD,1.2785,USD/EUR,Global,Yahoo Finance
2012-11-16,Precio Oro USD,XAU_USD,1714.3001,USD/oz,Global,Yahoo Finance
2012-11-16,Precio Oro EUR,XAU_EUR,1340.9254,EUR/oz,Global,Yahoo Finance
2012-11-19,Precio Oro EUR,XAU_EUR,1358.9877,EUR/oz,Global,Yahoo Finance
2012-11-19,Tipo Cambio EUR/USD,EURUSD,1.276,USD/EUR,Global,Yahoo Finance
2012-11-19,IBEX 35,IBEX35,7763.792,Puntos,España,Yahoo Finance
2012-11-19,Precio Oro USD,XAU_USD,1734.0,USD/oz,Global,Yahoo Finance
2012-11-20,Precio Oro USD,XAU_USD,1723.2,USD/oz,Global,Yahoo Finance
2012-11-20,Tipo Cambio EUR/USD,EURUSD,1.2769,USD/EUR,Global,Yahoo Finance
2012-11-20,Precio Oro EUR,XAU_EUR,1349.4723,EUR/oz,Global,Yahoo Finance
2012-11-20,IBEX 35,IBEX35,7778.6924,Puntos,España,Yahoo Finance
2012-11-21,IBEX 35,IBEX35,7805.3921,Puntos,España,Yahoo Finance
2012-11-21,Tipo Cambio EUR/USD,EURUSD,1.2814,USD/EUR,Global,Yahoo Finance
2012-11-21,Precio Oro USD,XAU_USD,1727.9,USD/oz,Global,Yahoo Finance
2012-11-21,Precio Oro EUR,XAU_EUR,1348.4013,EUR/oz,Global,Yahoo Finance
2012-11-22,Tipo Cambio EUR/USD,EURUSD,1.2865,USD/EUR,Global,Yahoo Finance
2012-11-22,IBEX 35,IBEX35,7875.5923,Puntos,España,Yahoo Finance
2012-11-23,IBEX 35,IBEX35,7909.5923,Puntos,España,Yahoo Finance
2012-11-23,Tipo Cambio EUR/USD,EURUSD,1.2875,USD/EUR,Global,Yahoo Finance
2012-11-23,Precio Oro EUR,XAU_EUR,1360.2173,EUR/oz,Global,Yahoo Finance
2012-11-23,Precio Oro USD,XAU_USD,1751.3001,USD/oz,Global,Yahoo Finance
2012-11-26,Precio Oro USD,XAU_USD,1749.5,USD/oz,Global,Yahoo Finance
2012-11-26,Tipo Cambio EUR/USD,EURUSD,1.2966,USD/EUR,Global,Yahoo Finance
2012-11-26,IBEX 35,IBEX35,7874.792,Puntos,España,Yahoo Finance
2012-11-26,Precio Oro EUR,XAU_EUR,1349.3019,EUR/oz,Global,Yahoo Finance
2012-11-27,Precio Oro EUR,XAU_EUR,1341.494,EUR/oz,Global,Yahoo Finance
2012-11-27,Tipo Cambio EUR/USD,EURUSD,1.2987,USD/EUR,Global,Yahoo Finance
