fecha,indicador,indicador_codigo,valor,unidad,geografia,fuente
2015-11-04,IBEX 35,IBEX35,10473.4893,Puntos,España,Yahoo Finance
2015-11-04,Tipo Cambio EUR/USD,EURUSD,1.0964,USD/EUR,Global,Yahoo Finance
2015-11-04,Precio Oro EUR,XAU_EUR,1009.2166,EUR/oz,Global,Yahoo Finance
2015-11-04,Precio Oro USD,XAU_USD,1106.5,USD/oz,Global,Yahoo Finance
2015-11-05,Precio Oro EUR,XAU_EUR,1016.1916,EUR/oz,Global,Yahoo Finance
2015-11-05,Precio Oro USD,XAU_USD,1104.4,USD/oz,Global,Yahoo Finance
2015-11-05,IBEX 35,IBEX35,10431.1895,Puntos,España,Yahoo Finance
2015-11-05,Tipo Cambio EUR/USD,EURUSD,1.0868,USD/EUR,Global,Yahoo Finance
2015-11-06,Tipo Cambio EUR/USD,EURUSD,1.0884,USD/EUR,Global,Yahoo Finance
2015-11-06,Precio Oro EUR,XAU_EUR,999.2652,EUR/oz,Global,Yahoo Finance
2015-11-06,Precio Oro USD,XAU_USD,1087.6,USD/oz,Global,Yahoo Finance
2015-11-06,IBEX 35,IBEX35,10453.1895,Puntos,España,Yahoo Finance
2015-11-09,IBEX 35,IBEX35,10325.1895,Puntos,España,Yahoo Finance
2015-11-09,Tipo Cambio EUR/USD,EURUSD,1.0733,USD/EUR,Global,Yahoo Finance
2015-11-09,Precio Oro EUR,XAU_EUR,1013.5639,EUR/oz,Global,Yahoo Finance
2015-11-09,Precio Oro USD,XAU_USD,1087.9,USD/oz,Global,Yahoo Finance
2015-11-10,Precio Oro EUR,XAU_EUR,1011.3839,EUR/oz,Global,Yahoo Finance
2015-11-10,Precio Oro USD,XAU_USD,1088.2,USD/oz,Global,Yahoo Finance
2015-11-10,IBEX 35,IBEX35,10336.7891,Puntos,España,Yahoo Finance
2015-11-10,Tipo Cambio EUR/USD,EURUSD,1.076,USD/EUR,Global,Yahoo Finance
2015-11-11,Tipo Cambio EUR/USD,EURUSD,1.0738,USD/EUR,Global,Yahoo Finance
2015-11-11,Precio Oro EUR,XAU_EUR,1010.1919,EUR/oz,Global,Yahoo Finance
2015-11-11,Precio Oro USD,XAU_USD,1084.7,USD/oz,Global,Yahoo Finance
2015-11-11,IBEX 35,IBEX35,10377.1895,Puntos,España,Yahoo Finance
2015-11-12,IBEX 35,IBEX35,10143.9893,Puntos,España,Yahoo Finance
2015-11-12,Tipo Cambio EUR/USD,EURUSD,1.0763,USD/EUR,Global,Yahoo Finance
2015-11-12,Precio Oro EUR,XAU_EUR,1004.1821,EUR/oz,Global,Yahoo Finance
2015-11-12,Precio Oro USD,XAU_USD,1080.8001,USD/oz,Global,Yahoo Finance
2015-11-13,Precio Oro EUR,XAU_EUR,999.351,EUR/oz,Global,Yahoo Finance
2015-11-13,Precio Oro USD,XAU_USD,1080.8001,USD/oz,Global,Yahoo Finance
2015-11-13,IBEX 35,IBEX35,10111.3906,Puntos,España,Yahoo Finance
2015-11-13,Tipo Cambio EUR/USD,EURUSD,1.0815,USD/EUR,Global,Yahoo Finance
2015-11-16,Tipo Cambio EUR/USD,EURUSD,1.07,USD/EUR,Global,Yahoo Finance
2015-11-16,Precio Oro EUR,XAU_EUR,1012.8043,EUR/oz,Global,Yahoo Finance
2015-11-16,Precio Oro USD,XAU_USD,1083.7,USD/oz,Global,Yahoo Finance
2015-11-16,IBEX 35,IBEX35,10124.4893,Puntos,España,Yahoo Finance
2015-11-17,IBEX 35,IBEX35,10363.7891,Puntos,España,Yahoo Finance
2015-11-17,Tipo Cambio EUR/USD,EURUSD,1.0688,USD/EUR,Global,Yahoo Finance
2015-11-17,Precio Oro EUR,XAU_EUR,999.9078,EUR/oz,Global,Yahoo Finance
2015-11-17,Precio Oro USD,XAU_USD,1068.7,USD/oz,Global,Yahoo Finance
2015-11-18,Precio Oro EUR,XAU_EUR,1004.1483,EUR/oz,Global,Yahoo Finance
2015-11-18,Precio Oro USD,XAU_USD,1068.8001,USD/oz,Global,Yahoo Finance
2015-11-18,IBEX 35,IBEX35,10261.0889,Puntos,España,Yahoo Finance
2015-11-18,Tipo Cambio EUR/USD,EURUSD,1.0644,USD/EUR,Global,Yahoo Finance
2015-11-19,Tipo Cambio EUR/USD,EURUSD,1.067,USD/EUR,Global,Yahoo Finance
2015-11-19,Precio Oro EUR,XAU_EUR,1010.3124,EUR/oz,Global,Yahoo Finance
2015-11-19,Precio Oro USD,XAU_USD,1078.0,USD/oz,Global,Yahoo Finance
2015-11-19,IBEX 35,IBEX35,10354.6895,Puntos,España,Yahoo Finance
2015-11-20,IBEX 35,IBEX35,10290.2891,Puntos,España,Yahoo Finance
2015-11-20,Tipo Cambio EUR/USD,EURUSD,1.0726,USD/EUR,Global,Yahoo Finance
2015-11-20,Precio Oro EUR,XAU_EUR,1003.5278,EUR/oz,Global,Yahoo Finance
2015-11-20,Precio Oro USD,XAU_USD,1076.4,USD/oz,Global,Yahoo Finance
2015-11-23,Precio Oro EUR,XAU_EUR,1002.536,EUR/oz,Global,Yahoo Finance
2015-11-23,Precio Oro USD,XAU_USD,1066.8001,USD/oz,Global,Yahoo Finance
2015-11-23,IBEX 35,IBEX35,10277.3897,Puntos,España,Yahoo Finance
2015-11-23,Tipo Cambio EUR/USD,EURUSD,1.0641,USD/EUR,Global,Yahoo Finance
2015-11-24,Tipo Cambio EUR/USD,EURUSD,1.0642,USD/EUR,Global,Yahoo Finance
2015-11-24,Precio Oro EUR,XAU_EUR,1009.4875,EUR/oz,Global,Yahoo Finance
2015-11-24,Precio Oro USD,XAU_USD,1074.3001,USD/oz,Global,Yahoo Finance
2015-11-24,IBEX 35,IBEX35,10207.1895,Puntos,España,Yahoo Finance
2015-11-25,IBEX 35,IBEX35,10227.2891,Puntos,España,Yahoo Finance
2015-11-25,Tipo Cambio EUR/USD,EURUSD,1.0644,USD/EUR,Global,Yahoo Finance
2015-11-25,Precio Oro EUR,XAU_EUR,1005.7454,EUR/oz,Global,Yahoo Finance
2015-11-25,Precio Oro USD,XAU_USD,1070.5,USD/oz,Global,Yahoo Finance
2015-11-26,IBEX 35,IBEX35,10332.2891,Puntos,España,Yahoo Finance
2015-11-26,Tipo Cambio EUR/USD,EURUSD,1.0625,USD/EUR,Global,Yahoo Finance
2015-11-27,Tipo Cambio EUR/USD,EURUSD,1.0605,USD/EUR,Global,Yahoo Finance
2015-11-27,Precio Oro EUR,XAU_EUR,995.9966,EUR/oz,Global,Yahoo Finance
2015-11-27,Precio Oro USD,XAU_USD,1056.2,USD/oz,Global,Yahoo Finance
2015-11-27,IBEX 35,IBEX35,10310.6895,Puntos,España,Yahoo Finance
2015-11-30,IBEX 35,IBEX35,10386.8897,Puntos,España,Yahoo Finance
2015-11-30,Tipo Cambio EUR/USD,EURUSD,1.0583,USD/EUR,Global,Yahoo Finance
2015-11-30,Precio Oro EUR,XAU_EUR,1007.0852,EUR/oz,Global,Yahoo Finance
2015-11-30,Precio Oro USD,XAU_USD,1065.8001,USD/oz,Global,Yahoo Finance
2015-12-01,Precio Oro EUR,XAU_EUR,1006.1528,EUR/oz,Global,Yahoo Finance
2015-12-01,Precio Oro USD,XAU_USD,1063.8001,USD/oz,Global,Yahoo Finance
2015-12-01,IBEX 35,IBEX35,10379.1895,Puntos,España,Yahoo Finance
2015-12-01,Tipo Cambio EUR/USD,EURUSD,1.0573,USD/EUR,Global,Yahoo Finance
2015-12-02,Tipo Cambio EUR/USD,EURUSD,1.0626,USD/EUR,Global,Yahoo Finance
2015-12-02,Precio Oro EUR,XAU_EUR,992.1076,EUR/oz,Global,Yahoo Finance
2015-12-02,Precio Oro USD,XAU_USD,1054.2,USD/oz,Global,Yahoo Finance
2015-12-02,IBEX 35,IBEX35,10341.9893,Puntos,España,Yahoo Finance
2015-12-03,Tipo Cambio EUR/USD,EURUSD,1.0613,USD/EUR,Global,Yahoo Finance
2015-12-03,IBEX 35,IBEX35,10092.8906,Puntos,España,Yahoo Finance
2015-12-03,Precio Oro EUR,XAU_EUR,1000.3761,EUR/oz,Global,Yahoo Finance
2015-12-03,Precio Oro USD,XAU_USD,1061.7,USD/oz,Global,Yahoo Finance
2015-12-04,Precio Oro EUR,XAU_EUR,993.4996,EUR/oz,Global,Yahoo Finance
2015-12-04,Precio Oro USD,XAU_USD,1084.5,USD/oz,Global,Yahoo Finance
2015-12-04,Tipo Cambio EUR/USD,EURUSD,1.0916,USD/EUR,Global,Yahoo Finance
2015-12-04,IBEX 35,IBEX35,10078.6904,Puntos,España,Yahoo Finance
2015-12-07,IBEX 35,IBEX35,10042.3906,Puntos,España,Yahoo Finance
2015-12-07,Precio Oro EUR,XAU_EUR,988.9749,EUR/oz,Global,Yahoo Finance
2015-12-07,Precio Oro USD,XAU_USD,1076.4,USD/oz,Global,Yahoo Finance
2015-12-07,Tipo Cambio EUR/USD,EURUSD,1.0884,USD/EUR,Global,Yahoo Finance
2015-12-08,Tipo Cambio EUR/USD,EURUSD,1.0834,USD/EUR,Global,Yahoo Finance
2015-12-08,IBEX 35,IBEX35,9837.0898,Puntos,España,Yahoo Finance
2015-12-08,Precio Oro EUR,XAU_EUR,993.4465,EUR/oz,Global,Yahoo Finance
2015-12-08,Precio Oro USD,XAU_USD,1076.3001,USD/oz,Global,Yahoo Finance
2015-12-09,Precio Oro EUR,XAU_EUR,989.1722,EUR/oz,Global,Yahoo Finance
2015-12-09,Precio Oro USD,XAU_USD,1077.6,USD/oz,Global,Yahoo Finance
2015-12-09,Tipo Cambio EUR/USD,EURUSD,1.0894,USD/EUR,Global,Yahoo Finance
2015-12-09,IBEX 35,IBEX35,9835.4902,Puntos,España,Yahoo Finance
2015-12-10,IBEX 35,IBEX35,9778.6904,Puntos,España,Yahoo Finance
2015-12-10,Precio Oro EUR,XAU_EUR,973.9563,EUR/oz,Global,Yahoo Finance
2015-12-10,Precio Oro USD,XAU_USD,1073.1,USD/oz,Global,Yahoo Finance
2015-12-10,Tipo Cambio EUR/USD,EURUSD,1.1018,USD/EUR,Global,Yahoo Finance
2015-12-11,Tipo Cambio EUR/USD,EURUSD,1.0948,USD/EUR,Global,Yahoo Finance
2015-12-11,IBEX 35,IBEX35,9630.6904,Puntos,España,Yahoo Finance
2015-12-11,Precio Oro EUR,XAU_EUR,983.6405,EUR/oz,Global,Yahoo Finance
2015-12-11,Precio Oro USD,XAU_USD,1076.9,USD/oz,Global,Yahoo Finance
2015-12-14,Precio Oro EUR,XAU_EUR,969.3241,EUR/oz,Global,Yahoo Finance
2015-12-14,Precio Oro USD,XAU_USD,1064.7,USD/oz,Global,Yahoo Finance
2015-12-14,Tipo Cambio EUR/USD,EURUSD,1.0984,USD/EUR,Global,Yahoo Finance
2015-12-14,IBEX 35,IBEX35,9428.4902,Puntos,España,Yahoo Finance
2015-12-15,IBEX 35,IBEX35,9711.5898,Puntos,España,Yahoo Finance
2015-12-15,Precio Oro EUR,XAU_EUR,966.8882,EUR/oz,Global,Yahoo Finance
2015-12-15,Precio Oro USD,XAU_USD,1062.9,USD/oz,Global,Yahoo Finance
2015-12-15,Tipo Cambio EUR/USD,EURUSD,1.0993,USD/EUR,Global,Yahoo Finance
2015-12-16,Tipo Cambio EUR/USD,EURUSD,1.0936,USD/EUR,Global,Yahoo Finance
2015-12-16,IBEX 35,IBEX35,9710.9902,Puntos,España,Yahoo Finance
2015-12-16,Precio Oro EUR,XAU_EUR,985.7125,EUR/oz,Global,Yahoo Finance
2015-12-16,Precio Oro USD,XAU_USD,1078.0,USD/oz,Global,Yahoo Finance
2015-12-17,Precio Oro EUR,XAU_EUR,966.2947,EUR/oz,Global,Yahoo Finance
2015-12-17,Precio Oro USD,XAU_USD,1050.8001,USD/oz,Global,Yahoo Finance
2015-12-17,Tipo Cambio EUR/USD,EURUSD,1.0875,USD/EUR,Global,Yahoo Finance
2015-12-17,IBEX 35,IBEX35,9878.4902,Puntos,España,Yahoo Finance
2015-12-18,IBEX 35,IBEX35,9717.0898,Puntos,España,Yahoo Finance
2015-12-18,Precio Oro EUR,XAU_EUR,983.207,EUR/oz,Global,Yahoo Finance
2015-12-18,Precio Oro USD,XAU_USD,1066.2,USD/oz,Global,Yahoo Finance
2015-12-18,Tipo Cambio EUR/USD,EURUSD,1.0844,USD/EUR,Global,Yahoo Finance
2015-12-21,Tipo Cambio EUR/USD,EURUSD,1.087,USD/EUR,Global,Yahoo Finance
2015-12-21,IBEX 35,IBEX35,9365.79,Puntos,España,Yahoo Finance
2015-12-21,Precio Oro EUR,XAU_EUR,995.3155,EUR/oz,Global,Yahoo Finance
2015-12-21,Precio Oro USD,XAU_USD,1081.9,USD/oz,Global,Yahoo Finance
2015-12-22,Precio Oro EUR,XAU_EUR,984.8823,EUR/oz,Global,Yahoo Finance
2015-12-22,Precio Oro USD,XAU_USD,1074.8001,USD/oz,Global,Yahoo Finance
2015-12-22,Tipo Cambio EUR/USD,EURUSD,1.0913,USD/EUR,Global,Yahoo Finance
2015-12-22,IBEX 35,IBEX35,9415.5898,Puntos,España,Yahoo Finance
2015-12-23,IBEX 35,IBEX35,9640.9902,Puntos,España,Yahoo Finance
2015-12-23,Precio Oro EUR,XAU_EUR,976.6189,EUR/oz,Global,Yahoo Finance
2015-12-23,Precio Oro USD,XAU_USD,1069.4,USD/oz,Global,Yahoo Finance
2015-12-23,Tipo Cambio EUR/USD,EURUSD,1.095,USD/EUR,Global,Yahoo Finance
2015-12-24,Tipo Cambio EUR/USD,EURUSD,1.0909,USD/EUR,Global,Yahoo Finance
2015-12-24,IBEX 35,IBEX35,9682.8906,Puntos,España,Yahoo Finance
2015-12-24,Precio Oro EUR,XAU_EUR,987.4261,EUR/oz,Global,Yahoo Finance
2015-12-24,Precio Oro USD,XAU_USD,1077.2,USD/oz,Global,Yahoo Finance
2015-12-25,Tipo Cambio EUR/USD,EURUSD,1.097,USD/EUR,Global,Yahoo Finance
2015-12-28,Tipo Cambio EUR/USD,EURUSD,1.0966,USD/EUR,Global,Yahoo Finance
2015-12-28,Precio Oro EUR,XAU_EUR,976.1996,EUR/oz,Global,Yahoo Finance
2015-12-28,Precio Oro USD,XAU_USD,1070.5,USD/oz,Global,Yahoo Finance
2015-12-28,IBEX 35,IBEX35,9552.4902,Puntos,España,Yahoo Finance
2015-12-29,IBEX 35,IBEX35,9670.3906,Puntos,España,Yahoo Finance
2015-12-29,Tipo Cambio EUR/USD,EURUSD,1.0975,USD/EUR,Global,Yahoo Finance
2015-12-29,Precio Oro EUR,XAU_EUR,981.7533,EUR/oz,Global,Yahoo Finance
2015-12-29,Precio Oro USD,XAU_USD,1077.5,USD/oz,Global,Yahoo Finance
2015-12-30,Precio Oro EUR,XAU_EUR,970.0763,EUR/oz,Global,Yahoo Finance
2015-12-30,Precio Oro USD,XAU_USD,1060.1,USD/oz,Global,Yahoo Finance
2015-12-30,IBEX 35,IBEX35,9641.8906,Puntos,España,Yahoo Finance
2015-12-30,Tipo Cambio EUR/USD,EURUSD,1.0928,USD/EUR,Global,Yahoo Finance
2015-12-31,Desempleo 70 y mas,DES_70_Y_MAS,0.0,%,España,INE
2015-12-31,Desempleo 65-69,DES_65_69,0.11,%,España,INE
2015-12-31,Tipo Cambio EUR/USD,EURUSD,1.0934,USD/EUR,Global,Yahoo Finance
2015-12-31,Desempleo 16-19,DES_16_19,3.4,%,España,INE
2015-12-31,Desempleo 60-64,DES_60_64,3.52,%,España,INE
2015-12-31,Desempleo 55-59,DES_55_59,8.22,%,España,INE
2015-12-31,Desempleo 50-54,DES_50_54,10.41,%,España,INE
2015-12-31,Desempleo 20-24,DES_20_24,11.44,%,España,INE
2015-12-31,Desempleo 30-34,DES_30_34,12.35,%,España,INE
2015-12-31,Desempleo 25-29,DES_25_29,12.44,%,España,INE
2015-12-31,Desempleo 40-44,DES_40_44,12.47,%,España,INE
2015-12-31,Desempleo 45-49,DES_45_49,12.53,%,España,INE
2015-12-31,Desempleo 35-39,DES_35_39,13.06,%,España,INE
2015-12-31,IPC General,IPC_GEN,100.472,Índice,España,INE
2015-12-31,Salario Decil 0-10,SAL_DEC_0_10,431.45,EUR,España,INE
2015-12-31,Salario Decil 10-20,SAL_DEC_10_20,830.05,EUR,España,INE
2015-12-31,Precio Oro EUR,XAU_EUR,969.7292,EUR/oz,Global,Yahoo Finance
2015-12-31,Precio Oro USD,XAU_USD,1060.3001,USD/oz,Global,Yahoo Finance
2015-12-31,Salario Decil 20-30,SAL_DEC_20_30,1102.1,EUR,España,INE
2015-12-31,Salario mas frecuente,SAL_MOD,15995.06,EUR,España,INE
2015-12-31,Salario mediano,SAL_MEDN,19282.99,EUR,España,INE
2015-12-31,Salario medio bruto,SAL_MED_B,23022.17,EUR,España,INE
2015-12-31,Asalariados Total,EMPL_TOT,14773500.0,Personas,España,INE
2015-12-31,Salario Decil 30-40,SAL_DEC_30_40,1310.9,EUR,España,INE
2015-12-31,Salario Decil 80-90,SAL_DEC_80_90,2964.4,EUR,España,INE
2015-12-31,Salario Decil 90-100,SAL_DEC_90_100,4750.1,EUR,España,INE
2015-12-31,IBEX 35,IBEX35,9544.1904,Puntos,España,Yahoo Finance
2015-12-31,Salario Decil 40-50,SAL_DEC_40_50,1497.8,EUR,España,INE
2015-12-31,Salario Decil 50-60,SAL_DEC_50_60,1703.2,EUR,España,INE
2015-12-31,Salario Decil 60-70,SAL_DEC_60_70,1960.1,EUR,España,INE
2015-12-31,Salario Decil 70-80,SAL_DEC_70_80,2364.2,EUR,España,INE
2016-01-01,Tipo Cambio EUR/USD,EURUSD,1.0859,USD/EUR,Global,Yahoo Finance
2016-01-04,Tipo Cambio EUR/USD,EURUSD,1.0854,USD/EUR,Global,Yahoo Finance
2016-01-04,Precio Oro EUR,XAU_EUR,990.5112,EUR/oz,Global,Yahoo Finance
2016-01-04,Precio Oro USD,XAU_USD,1075.1,USD/oz,Global,Yahoo Finance
2016-01-04,IBEX 35,IBEX35,9313.1904,Puntos,España,Yahoo Finance
2016-01-05,IBEX 35,IBEX35,9335.1904,Puntos,España,Yahoo Finance
2016-01-05,Tipo Cambio EUR/USD,EURUSD,1.0828,USD/EUR,Global,Yahoo Finance
2016-01-05,Precio Oro EUR,XAU_EUR,995.9779,EUR/oz,Global,Yahoo Finance
2016-01-05,Precio Oro USD,XAU_USD,1078.4,USD/oz,Global,Yahoo Finance
2016-01-06,Precio Oro EUR,XAU_EUR,1015.5326,EUR/oz,Global,Yahoo Finance
2016-01-06,Precio Oro USD,XAU_USD,1091.9,USD/oz,Global,Yahoo Finance
2016-01-06,IBEX 35,IBEX35,9197.3906,Puntos,España,Yahoo Finance
2016-01-06,Tipo Cambio EUR/USD,EURUSD,1.0752,USD/EUR,Global,Yahoo Finance
2016-01-07,Tipo Cambio EUR/USD,EURUSD,1.0779,USD/EUR,Global,Yahoo Finance
2016-01-07,Precio Oro EUR,XAU_EUR,1027.6465,EUR/oz,Global,Yahoo Finance
2016-01-07,IBEX 35,IBEX35,9059.291,Puntos,España,Yahoo Finance
2016-01-07,Precio Oro USD,XAU_USD,1107.7,USD/oz,Global,Yahoo Finance
2016-01-08,Tipo Cambio EUR/USD,EURUSD,1.0926,USD/EUR,Global,Yahoo Finance
2016-01-08,IBEX 35,IBEX35,8909.1914,Puntos,España,Yahoo Finance
2016-01-08,Precio Oro EUR,XAU_EUR,1004.7615,EUR/oz,Global,Yahoo Finance
2016-01-08,Precio Oro USD,XAU_USD,1097.8001,USD/oz,Global,Yahoo Finance
2016-01-11,Precio Oro EUR,XAU_EUR,1002.1901,EUR/oz,Global,Yahoo Finance
2016-01-11,Precio Oro USD,XAU_USD,1096.5,USD/oz,Global,Yahoo Finance
2016-01-11,IBEX 35,IBEX35,8886.0908,Puntos,España,Yahoo Finance
2016-01-11,Tipo Cambio EUR/USD,EURUSD,1.0941,USD/EUR,Global,Yahoo Finance
2016-01-12,Tipo Cambio EUR/USD,EURUSD,1.0858,USD/EUR,Global,Yahoo Finance
2016-01-12,IBEX 35,IBEX35,8915.3916,Puntos,España,Yahoo Finance
2016-01-12,Precio Oro EUR,XAU_EUR,999.8158,EUR/oz,Global,Yahoo Finance
2016-01-12,Precio Oro USD,XAU_USD,1085.6,USD/oz,Global,Yahoo Finance
2016-01-13,Precio Oro EUR,XAU_EUR,1002.8599,EUR/oz,Global,Yahoo Finance
2016-01-13,Precio Oro USD,XAU_USD,1087.5,USD/oz,Global,Yahoo Finance
2016-01-13,IBEX 35,IBEX35,8934.4912,Puntos,España,Yahoo Finance
2016-01-13,Tipo Cambio EUR/USD,EURUSD,1.0844,USD/EUR,Global,Yahoo Finance
2016-01-14,Tipo Cambio EUR/USD,EURUSD,1.0886,USD/EUR,Global,Yahoo Finance
2016-01-14,IBEX 35,IBEX35,8787.6914,Puntos,España,Yahoo Finance
2016-01-14,Precio Oro EUR,XAU_EUR,986.4953,EUR/oz,Global,Yahoo Finance
2016-01-14,Precio Oro USD,XAU_USD,1073.9,USD/oz,Global,Yahoo Finance
2016-01-15,Precio Oro EUR,XAU_EUR,1005.1624,EUR/oz,Global,Yahoo Finance
2016-01-15,Precio Oro USD,XAU_USD,1091.5,USD/oz,Global,Yahoo Finance
2016-01-15,IBEX 35,IBEX35,8543.5908,Puntos,España,Yahoo Finance
2016-01-15,Tipo Cambio EUR/USD,EURUSD,1.0859,USD/EUR,Global,Yahoo Finance
2016-01-18,Tipo Cambio EUR/USD,EURUSD,1.092,USD/EUR,Global,Yahoo Finance
2016-01-18,IBEX 35,IBEX35,8469.291,Puntos,España,Yahoo Finance
2016-01-19,IBEX 35,IBEX35,8554.8916,Puntos,España,Yahoo Finance
2016-01-19,Tipo Cambio EUR/USD,EURUSD,1.0895,USD/EUR,Global,Yahoo Finance
2016-01-19,Precio Oro EUR,XAU_EUR,1000.3648,EUR/oz,Global,Yahoo Finance
2016-01-19,Precio Oro USD,XAU_USD,1089.9,USD/oz,Global,Yahoo Finance
2016-01-20,Precio Oro EUR,XAU_EUR,1014.48,EUR/oz,Global,Yahoo Finance
2016-01-20,Precio Oro USD,XAU_USD,1107.1,USD/oz,Global,Yahoo Finance
2016-01-20,Tipo Cambio EUR/USD,EURUSD,1.0913,USD/EUR,Global,Yahoo Finance
2016-01-20,IBEX 35,IBEX35,8281.3916,Puntos,España,Yahoo Finance
2016-01-21,IBEX 35,IBEX35,8444.1914,Puntos,España,Yahoo Finance
2016-01-21,Tipo Cambio EUR/USD,EURUSD,1.0877,USD/EUR,Global,Yahoo Finance
2016-01-21,Precio Oro EUR,XAU_EUR,1010.4796,EUR/oz,Global,Yahoo Finance
2016-01-21,Precio Oro USD,XAU_USD,1099.1,USD/oz,Global,Yahoo Finance
2016-01-22,Precio Oro EUR,XAU_EUR,1010.1261,EUR/oz,Global,Yahoo Finance
2016-01-22,Precio Oro USD,XAU_USD,1097.2,USD/oz,Global,Yahoo Finance
2016-01-22,Tipo Cambio EUR/USD,EURUSD,1.0862,USD/EUR,Global,Yahoo Finance
2016-01-22,IBEX 35,IBEX35,8722.8916,Puntos,España,Yahoo Finance
2016-01-25,IBEX 35,IBEX35,8567.6914,Puntos,España,Yahoo Finance
2016-01-25,Tipo Cambio EUR/USD,EURUSD,1.0799,USD/EUR,Global,Yahoo Finance
2016-01-25,Precio Oro EUR,XAU_EUR,1024.3522,EUR/oz,Global,Yahoo Finance
2016-01-25,Precio Oro USD,XAU_USD,1106.2,USD/oz,Global,Yahoo Finance
2016-01-26,Precio Oro EUR,XAU_EUR,1033.5343,EUR/oz,Global,Yahoo Finance
2016-01-26,Precio Oro USD,XAU_USD,1121.7,USD/oz,Global,Yahoo Finance
2016-01-26,Tipo Cambio EUR/USD,EURUSD,1.0853,USD/EUR,Global,Yahoo Finance
2016-01-26,IBEX 35,IBEX35,8692.4912,Puntos,España,Yahoo Finance
2016-01-27,IBEX 35,IBEX35,8740.9912,Puntos,España,Yahoo Finance
2016-01-27,Precio Oro EUR,XAU_EUR,1027.2473,EUR/oz,Global,Yahoo Finance
2016-01-27,Tipo Cambio EUR/USD,EURUSD,1.0865,USD/EUR,Global,Yahoo Finance
2016-01-27,Precio Oro USD,XAU_USD,1116.1,USD/oz,Global,Yahoo Finance
2016-01-28,Precio Oro USD,XAU_USD,1115.6,USD/oz,Global,Yahoo Finance
2016-01-28,IBEX 35,IBEX35,8590.5908,Puntos,España,Yahoo Finance
2016-01-28,Tipo Cambio EUR/USD,EURUSD,1.0908,USD/EUR,Global,Yahoo Finance
2016-01-28,Precio Oro EUR,XAU_EUR,1022.7374,EUR/oz,Global,Yahoo Finance
2016-01-29,Precio Oro EUR,XAU_EUR,1020.758,EUR/oz,Global,Yahoo Finance
2016-01-29,Precio Oro USD,XAU_USD,1116.4,USD/oz,Global,Yahoo Finance
2016-01-29,Tipo Cambio EUR/USD,EURUSD,1.0937,USD/EUR,Global,Yahoo Finance
2016-01-29,IBEX 35,IBEX35,8815.791,Puntos,España,Yahoo Finance
2016-02-01,IBEX 35,IBEX35,8788.4912,Puntos,España,Yahoo Finance
2016-02-01,Precio Oro EUR,XAU_EUR,1041.8526,EUR/oz,Global,Yahoo Finance
2016-02-01,Tipo Cambio EUR/USD,EURUSD,1.0826,USD/EUR,Global,Yahoo Finance
2016-02-01,Precio Oro USD,XAU_USD,1127.9,USD/oz,Global,Yahoo Finance
2016-02-02,Precio Oro USD,XAU_USD,1127.3001,USD/oz,Global,Yahoo Finance
2016-02-02,IBEX 35,IBEX35,8528.6914,Puntos,España,Yahoo Finance
2016-02-02,Tipo Cambio EUR/USD,EURUSD,1.0897,USD/EUR,Global,Yahoo Finance
2016-02-02,Precio Oro EUR,XAU_EUR,1034.4781,EUR/oz,Global,Yahoo Finance
2016-02-03,Precio Oro EUR,XAU_EUR,1044.9515,EUR/oz,Global,Yahoo Finance
2016-02-03,Precio Oro USD,XAU_USD,1141.3001,USD/oz,Global,Yahoo Finance
2016-02-03,Tipo Cambio EUR/USD,EURUSD,1.0922,USD/EUR,Global,Yahoo Finance
2016-02-03,IBEX 35,IBEX35,8314.4912,Puntos,España,Yahoo Finance
2016-02-04,IBEX 35,IBEX35,8468.0908,Puntos,España,Yahoo Finance
2016-02-04,Precio Oro EUR,XAU_EUR,1043.7269,EUR/oz,Global,Yahoo Finance
2016-02-04,Tipo Cambio EUR/USD,EURUSD,1.1091,USD/EUR,Global,Yahoo Finance
2016-02-04,Precio Oro USD,XAU_USD,1157.6,USD/oz,Global,Yahoo Finance
2016-02-05,Precio Oro USD,XAU_USD,1157.8001,USD/oz,Global,Yahoo Finance
2016-02-05,IBEX 35,IBEX35,8499.4912,Puntos,España,Yahoo Finance
2016-02-05,Tipo Cambio EUR/USD,EURUSD,1.12,USD/EUR,Global,Yahoo Finance
2016-02-05,Precio Oro EUR,XAU_EUR,1033.7533,EUR/oz,Global,Yahoo Finance
2016-02-08,Precio Oro EUR,XAU_EUR,1074.8278,EUR/oz,Global,Yahoo Finance
2016-02-08,Precio Oro USD,XAU_USD,1197.9,USD/oz,Global,Yahoo Finance
2016-02-08,Tipo Cambio EUR/USD,EURUSD,1.1145,USD/EUR,Global,Yahoo Finance
2016-02-08,IBEX 35,IBEX35,8122.0918,Puntos,España,Yahoo Finance
2016-02-09,IBEX 35,IBEX35,7927.5923,Puntos,España,Yahoo Finance
2016-02-09,Precio Oro EUR,XAU_EUR,1071.2422,EUR/oz,Global,Yahoo Finance
2016-02-09,Tipo Cambio EUR/USD,EURUSD,1.119,USD/EUR,Global,Yahoo Finance
2016-02-09,Precio Oro USD,XAU_USD,1198.7,USD/oz,Global,Yahoo Finance
2016-02-10,Precio Oro USD,XAU_USD,1194.7,USD/oz,Global,Yahoo Finance
2016-02-10,IBEX 35,IBEX35,8143.6919,Puntos,España,Yahoo Finance
